X1,session.code,participant.code,participant.payoff,subsession.round_number,player.id_in_group,player.infected,player.cumulative_earnings,player.my_endowment,player.contribution,player.actual_payment,player.payoff,player.transmission_chance,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,group.total_contribution,group.total_infections,group.end_total_infections,group.total_earnings,group.lockdown,group.lockdown_number,group.number_of_players,cumulativeEarnings,group.condition,participant.time_started,player.age,player.gender,player.covid_positive,player.location,player.state,player.crt_widget,player.crt_lake
1,064qyher,22e0v4kl,1920,1,5,0,90,100,1,10,90,0,3,1,2,3,4,23,1,1,480,0,0,8,1920,Equality,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
2,064qyher,22e0v4kl,1920,2,5,0,90,100,NA,20,0,0,NA,NA,NA,NA,NA,26,1,1,310,0,0,8,1920,Equality,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
3,064qyher,22e0v4kl,1920,3,5,0,90,100,NA,30,0,0,NA,NA,NA,NA,NA,29,1,1,460,0,0,8,1920,Equality,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
4,064qyher,22e0v4kl,1920,4,5,1,180,100,1,10,90,0.75,4,2,1,0,0,24,1,6,540,0,0,8,1920,Equality,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
5,064qyher,22e0v4kl,1920,5,5,1,210,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,6,300,1,1,8,1920,Equality,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
6,064qyher,22e0v4kl,1920,6,5,0,240,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,1,300,1,1,8,1920,Equality,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
7,064qyher,22e0v4kl,1920,7,5,0,300,100,4,40,60,0,3,2,1,0,0,26,1,1,620,0,1,8,1920,Equality,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
8,064qyher,22e0v4kl,1920,8,5,0,390,100,1,10,90,0,3,2,4,1,0,23,1,1,650,0,1,8,1920,Equality,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
9,064qyher,22e0v4kl,1920,9,5,0,480,100,1,10,90,0.19,3,1,1,0,0,25,1,3,630,0,1,8,1920,Equality,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
10,064qyher,22e0v4kl,1920,10,5,0,570,100,1,10,90,0.75,2,2,1,0,0,24,3,5,580,0,1,8,1920,Equality,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
11,064qyher,22e0v4kl,1920,11,5,1,624,60,1,6,54,0.75,3,2,1,0,0,27,5,6,506,0,1,8,1920,Low Gini,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
12,064qyher,22e0v4kl,1920,12,5,1,642,60,NA,NA,18,NA,NA,NA,NA,NA,NA,0,6,6,300,1,2,8,1920,Low Gini,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
13,064qyher,22e0v4kl,1920,13,5,0,660,60,NA,NA,18,NA,NA,NA,NA,NA,NA,0,6,1,300,1,2,8,1920,Low Gini,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
14,064qyher,22e0v4kl,1920,14,5,0,714,60,1,6,54,0,2,1,0,0,0,19,1,1,530,0,2,8,1920,Low Gini,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
15,064qyher,22e0v4kl,1920,15,5,0,762,60,2,12,48,0,3,2,1,0,0,24,1,1,534,0,2,8,1920,Low Gini,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
16,064qyher,22e0v4kl,1920,16,5,0,822,60,0,0,60,0,2,2,1,0,0,20,1,1,558,0,2,8,1920,Low Gini,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
17,064qyher,22e0v4kl,1920,17,5,0,876,60,1,6,54,0,3,2,1,0,0,22,1,1,546,0,2,8,1920,Low Gini,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
18,064qyher,22e0v4kl,1920,18,5,0,930,60,1,6,54,0,3,2,1,1,0,23,1,1,540,0,2,8,1920,Low Gini,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
19,064qyher,22e0v4kl,1920,19,5,0,984,60,1,6,54,0,2,2,1,0,0,22,1,1,546,0,2,8,1920,Low Gini,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
20,064qyher,22e0v4kl,1920,20,5,1,1038,60,1,6,54,0.75,2,2,1,1,0,21,1,6,542,0,2,8,1920,Low Gini,2020-11-10T01:48:01Z,26,Female,0,Australia,NSW,100,24
41,064qyher,4nxcw6gq,1966,1,1,0,90,100,1,10,90,0,1,2,1,1,1,23,1,1,480,0,0,8,1966,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
42,064qyher,4nxcw6gq,1966,2,1,0,170,100,2,20,80,0,1,2,1,1,1,26,1,1,310,0,0,8,1966,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
43,064qyher,4nxcw6gq,1966,3,1,0,250,100,2,20,80,0,2,2,1,1,1,29,1,1,460,0,0,8,1966,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
44,064qyher,4nxcw6gq,1966,4,1,1,320,100,3,30,70,0.25,0,0,1,1,2,24,1,6,540,0,0,8,1966,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
45,064qyher,4nxcw6gq,1966,5,1,1,350,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,6,300,1,1,8,1966,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
46,064qyher,4nxcw6gq,1966,6,1,0,380,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,1,300,1,1,8,1966,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
47,064qyher,4nxcw6gq,1966,7,1,0,460,100,2,20,80,0,1,1,1,1,2,26,1,1,620,0,1,8,1966,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
48,064qyher,4nxcw6gq,1966,8,1,0,550,100,1,10,90,0,2,2,2,2,1,23,1,1,650,0,1,8,1966,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
49,064qyher,4nxcw6gq,1966,9,1,0,610,100,4,40,60,0,1,1,1,1,0,25,1,3,630,0,1,8,1966,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
50,064qyher,4nxcw6gq,1966,10,1,1,700,100,1,10,90,0.75,1,1,1,1,1,24,3,5,580,0,1,8,1966,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
51,064qyher,4nxcw6gq,1966,11,1,1,754,60,1,6,54,0,1,1,1,2,0,27,5,6,506,0,1,8,1966,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
52,064qyher,4nxcw6gq,1966,12,1,1,772,60,NA,NA,18,NA,NA,NA,NA,NA,NA,0,6,6,300,1,2,8,1966,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
53,064qyher,4nxcw6gq,1966,13,1,0,790,60,NA,NA,18,NA,NA,NA,NA,NA,NA,0,6,1,300,1,2,8,1966,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
54,064qyher,4nxcw6gq,1966,14,1,0,844,60,1,6,54,0,0,0,0,0,1,19,1,1,530,0,2,8,1966,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
55,064qyher,4nxcw6gq,1966,15,1,0,892,60,2,12,48,0,0,0,0,0,2,24,1,1,534,0,2,8,1966,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
56,064qyher,4nxcw6gq,1966,16,1,0,952,60,0,0,60,0,1,1,1,1,1,20,1,1,558,0,2,8,1966,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
57,064qyher,4nxcw6gq,1966,17,1,0,1006,60,1,6,54,0,1,1,1,1,1,22,1,1,546,0,2,8,1966,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
58,064qyher,4nxcw6gq,1966,18,1,0,1060,60,1,6,54,0,1,1,1,1,1,23,1,1,540,0,2,8,1966,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
59,064qyher,4nxcw6gq,1966,19,1,0,1120,60,0,0,60,0,1,1,1,1,1,22,1,1,546,0,2,8,1966,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
60,064qyher,4nxcw6gq,1966,20,1,1,1180,60,0,0,60,1,1,1,1,1,1,21,1,6,542,0,2,8,1966,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,NSW,100,47
81,064qyher,6h45g9s9,1898,1,9,0,80,100,2,20,80,0,0,2,3,3,4,23,1,1,480,0,0,8,1898,Equality,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
82,064qyher,6h45g9s9,1898,2,9,0,160,100,2,20,80,0,0,1,2,3,4,26,1,1,310,0,0,8,1898,Equality,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
83,064qyher,6h45g9s9,1898,3,9,0,240,100,2,20,80,0,0,0,2,3,4,29,1,1,460,0,0,8,1898,Equality,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
84,064qyher,6h45g9s9,1898,4,9,1,320,100,2,20,80,0.5,0,0,2,2,3,24,1,6,540,0,0,8,1898,Equality,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
85,064qyher,6h45g9s9,1898,5,9,1,350,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,6,300,1,1,8,1898,Equality,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
86,064qyher,6h45g9s9,1898,6,9,0,380,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,1,300,1,1,8,1898,Equality,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
87,064qyher,6h45g9s9,1898,7,9,0,460,100,2,20,80,0,0,0,2,2,2,26,1,1,620,0,1,8,1898,Equality,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
88,064qyher,6h45g9s9,1898,8,9,0,540,100,2,20,80,0,0,0,2,2,2,23,1,1,650,0,1,8,1898,Equality,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
89,064qyher,6h45g9s9,1898,9,9,0,620,100,2,20,80,0.12,0,0,2,2,2,25,1,3,630,0,1,8,1898,Equality,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
90,064qyher,6h45g9s9,1898,10,9,0,710,100,1,10,90,0.75,0,0,2,2,2,24,3,5,580,0,1,8,1898,Equality,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
91,064qyher,6h45g9s9,1898,11,9,0,758,60,2,12,48,0.5,0,0,2,3,3,27,5,6,506,0,1,8,1898,Low Gini,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
92,064qyher,6h45g9s9,1898,12,9,0,776,60,NA,NA,18,NA,NA,NA,NA,NA,NA,0,6,6,300,1,2,8,1898,Low Gini,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
93,064qyher,6h45g9s9,1898,13,9,1,794,60,NA,NA,18,NA,NA,NA,NA,NA,NA,0,6,1,300,1,2,8,1898,Low Gini,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
94,064qyher,6h45g9s9,1898,14,9,0,794,60,NA,6,0,0,NA,NA,NA,NA,NA,19,1,1,530,0,2,8,1898,Low Gini,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
95,064qyher,6h45g9s9,1898,15,9,0,842,60,2,12,48,0,0,0,2,2,2,24,1,1,534,0,2,8,1898,Low Gini,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
96,064qyher,6h45g9s9,1898,16,9,0,896,60,1,6,54,0,0,0,2,2,2,20,1,1,558,0,2,8,1898,Low Gini,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
97,064qyher,6h45g9s9,1898,17,9,0,944,60,2,12,48,0,0,0,2,2,2,22,1,1,546,0,2,8,1898,Low Gini,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
98,064qyher,6h45g9s9,1898,18,9,0,992,60,2,12,48,0,0,0,2,2,2,23,1,1,540,0,2,8,1898,Low Gini,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
99,064qyher,6h45g9s9,1898,19,9,0,1040,60,2,12,48,0,0,0,2,2,2,22,1,1,546,0,2,8,1898,Low Gini,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
100,064qyher,6h45g9s9,1898,20,9,1,1088,60,2,12,48,0.5,0,0,2,2,2,21,1,6,542,0,2,8,1898,Low Gini,2020-11-10T01:48:00Z,28,Female,0,Australia,NSW,5,47
121,064qyher,cgoidu7g,3762,1,7,0,80,100,2,20,80,0,3,2,1,0,0,23,1,1,480,0,0,8,3762,Equality,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
122,064qyher,cgoidu7g,3762,2,7,0,80,100,NA,20,0,0,NA,NA,NA,NA,NA,26,1,1,310,0,0,8,3762,Equality,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
123,064qyher,cgoidu7g,3762,3,7,0,170,100,1,10,90,0,4,3,2,0,0,29,1,1,460,0,0,8,3762,Equality,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
124,064qyher,cgoidu7g,3762,4,7,1,260,100,1,10,90,0.75,4,3,1,0,0,24,1,6,540,0,0,8,3762,Equality,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
125,064qyher,cgoidu7g,3762,5,7,1,290,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,6,300,1,1,8,3762,Equality,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
126,064qyher,cgoidu7g,3762,6,7,0,320,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,1,300,1,1,8,3762,Equality,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
127,064qyher,cgoidu7g,3762,7,7,0,420,100,0,0,100,0,4,3,1,0,0,26,1,1,620,0,1,8,3762,Equality,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
128,064qyher,cgoidu7g,3762,8,7,0,510,100,1,10,90,0,4,3,2,0,0,23,1,1,650,0,1,8,3762,Equality,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
129,064qyher,cgoidu7g,3762,9,7,0,600,100,1,10,90,0.19,4,3,1,0,0,25,1,3,630,0,1,8,3762,Equality,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
130,064qyher,cgoidu7g,3762,10,7,1,690,100,1,10,90,0.75,4,4,3,1,0,24,3,5,580,0,1,8,3762,Equality,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
131,064qyher,cgoidu7g,3762,11,7,1,818,160,2,32,128,0,4,3,3,2,1,27,5,6,506,0,1,8,3762,Low Gini,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
132,064qyher,cgoidu7g,3762,12,7,1,866,160,NA,NA,48,NA,NA,NA,NA,NA,NA,0,6,6,300,1,2,8,3762,Low Gini,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
133,064qyher,cgoidu7g,3762,13,7,0,914,160,NA,NA,48,NA,NA,NA,NA,NA,NA,0,6,1,300,1,2,8,3762,Low Gini,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
134,064qyher,cgoidu7g,3762,14,7,0,1074,160,0,0,160,0,4,3,2,0,0,19,1,1,530,0,2,8,3762,Low Gini,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
135,064qyher,cgoidu7g,3762,15,7,0,1202,160,2,32,128,0,4,3,2,1,1,24,1,1,534,0,2,8,3762,Low Gini,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
136,064qyher,cgoidu7g,3762,16,7,0,1330,160,2,32,128,0,4,3,2,1,1,20,1,1,558,0,2,8,3762,Low Gini,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
137,064qyher,cgoidu7g,3762,17,7,0,1458,160,2,32,128,0,4,3,2,2,1,22,1,1,546,0,2,8,3762,Low Gini,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
138,064qyher,cgoidu7g,3762,18,7,0,1586,160,2,32,128,0,4,3,2,1,1,23,1,1,540,0,2,8,3762,Low Gini,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
139,064qyher,cgoidu7g,3762,19,7,0,1714,160,2,32,128,0,4,4,2,1,1,22,1,1,546,0,2,8,3762,Low Gini,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
140,064qyher,cgoidu7g,3762,20,7,0,1826,160,3,48,112,0.25,4,4,3,2,1,21,1,6,542,0,2,8,3762,Low Gini,2020-11-10T01:48:00Z,27,Male,0,Australia,SA,0,0
161,064qyher,slo2zigl,3410,1,3,0,70,100,3,30,70,0,4,4,3,3,4,23,1,1,480,0,0,8,3410,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
162,064qyher,slo2zigl,3410,2,3,0,140,100,3,30,70,0,4,4,3,3,4,26,1,1,310,0,0,8,3410,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
163,064qyher,slo2zigl,3410,3,3,0,210,100,3,30,70,0,4,4,3,3,4,29,1,1,460,0,0,8,3410,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
164,064qyher,slo2zigl,3410,4,3,1,280,100,3,30,70,0.25,4,4,3,3,4,24,1,6,540,0,0,8,3410,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
165,064qyher,slo2zigl,3410,5,3,1,310,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,6,300,1,1,8,3410,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
166,064qyher,slo2zigl,3410,6,3,0,340,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,1,300,1,1,8,3410,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
167,064qyher,slo2zigl,3410,7,3,0,410,100,3,30,70,0,4,4,3,3,4,26,1,1,620,0,1,8,3410,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
168,064qyher,slo2zigl,3410,8,3,0,480,100,3,30,70,0,4,4,3,3,4,23,1,1,650,0,1,8,3410,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
169,064qyher,slo2zigl,3410,9,3,1,550,100,3,30,70,0,4,4,3,3,4,25,1,3,630,0,1,8,3410,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
170,064qyher,slo2zigl,3410,10,3,1,610,100,4,40,60,0,4,4,4,4,4,24,3,5,580,0,1,8,3410,Equality,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
171,064qyher,slo2zigl,3410,11,3,1,706,160,4,64,96,0,4,4,4,4,4,27,5,6,506,0,1,8,3410,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
172,064qyher,slo2zigl,3410,12,3,1,754,160,NA,NA,48,NA,NA,NA,NA,NA,NA,0,6,6,300,1,2,8,3410,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
173,064qyher,slo2zigl,3410,13,3,0,802,160,NA,NA,48,NA,NA,NA,NA,NA,NA,0,6,1,300,1,2,8,3410,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
174,064qyher,slo2zigl,3410,14,3,0,914,160,3,48,112,0,3,3,3,3,3,19,1,1,530,0,2,8,3410,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
175,064qyher,slo2zigl,3410,15,3,0,1026,160,3,48,112,0,3,3,3,3,3,24,1,1,534,0,2,8,3410,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
176,064qyher,slo2zigl,3410,16,3,0,1138,160,3,48,112,0,3,3,3,3,2,20,1,1,558,0,2,8,3410,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
177,064qyher,slo2zigl,3410,17,3,0,1250,160,3,48,112,0,3,3,3,3,3,22,1,1,546,0,2,8,3410,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
178,064qyher,slo2zigl,3410,18,3,0,1362,160,3,48,112,0,3,3,3,3,3,23,1,1,540,0,2,8,3410,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
179,064qyher,slo2zigl,3410,19,3,0,1474,160,3,48,112,0,3,3,3,3,3,22,1,1,546,0,2,8,3410,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
180,064qyher,slo2zigl,3410,20,3,1,1586,160,3,48,112,0.25,3,3,3,3,3,21,1,6,542,0,2,8,3410,Low Gini,2020-11-10T01:48:00Z,31,Male,0,Australia,VIC,0,0
201,064qyher,wp01snc8,1564,1,6,0,70,100,3,30,70,0,3,3,3,3,0,23,1,1,480,0,0,8,1564,Equality,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
202,064qyher,wp01snc8,1564,2,6,0,70,100,NA,30,0,0,NA,NA,NA,NA,NA,26,1,1,310,0,0,8,1564,Equality,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
203,064qyher,wp01snc8,1564,3,6,0,130,100,4,40,60,0,4,4,4,4,4,29,1,1,460,0,0,8,1564,Equality,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
204,064qyher,wp01snc8,1564,4,6,0,190,100,4,40,60,0,4,4,4,4,4,24,1,6,540,0,0,8,1564,Equality,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
205,064qyher,wp01snc8,1564,5,6,0,220,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,6,300,1,1,8,1564,Equality,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
206,064qyher,wp01snc8,1564,6,6,0,250,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,1,300,1,1,8,1564,Equality,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
207,064qyher,wp01snc8,1564,7,6,0,320,100,3,30,70,0,4,3,2,1,0,26,1,1,620,0,1,8,1564,Equality,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
208,064qyher,wp01snc8,1564,8,6,0,390,100,3,30,70,0,4,2,1,2,4,23,1,1,650,0,1,8,1564,Equality,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
209,064qyher,wp01snc8,1564,9,6,0,460,100,3,30,70,0.06,4,3,2,3,2,25,1,3,630,0,1,8,1564,Equality,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
210,064qyher,wp01snc8,1564,10,6,0,460,100,NA,40,0,0,NA,NA,NA,NA,NA,24,3,5,580,0,1,8,1564,Equality,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
211,064qyher,wp01snc8,1564,11,6,0,496,60,4,24,36,0,4,4,4,3,4,27,5,6,506,0,1,8,1564,Low Gini,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
212,064qyher,wp01snc8,1564,12,6,0,514,60,NA,NA,18,NA,NA,NA,NA,NA,NA,0,6,6,300,1,2,8,1564,Low Gini,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
213,064qyher,wp01snc8,1564,13,6,0,532,60,NA,NA,18,NA,NA,NA,NA,NA,NA,0,6,1,300,1,2,8,1564,Low Gini,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
214,064qyher,wp01snc8,1564,14,6,0,574,60,3,18,42,0,4,3,2,1,0,19,1,1,530,0,2,8,1564,Low Gini,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
215,064qyher,wp01snc8,1564,15,6,0,616,60,3,18,42,0,4,3,2,1,0,24,1,1,534,0,2,8,1564,Low Gini,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
216,064qyher,wp01snc8,1564,16,6,0,658,60,3,18,42,0,4,3,2,1,0,20,1,1,558,0,2,8,1564,Low Gini,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
217,064qyher,wp01snc8,1564,17,6,0,700,60,3,18,42,0,4,3,2,1,0,22,1,1,546,0,2,8,1564,Low Gini,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
218,064qyher,wp01snc8,1564,18,6,0,742,60,3,18,42,0,4,3,2,3,3,23,1,1,540,0,2,8,1564,Low Gini,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
219,064qyher,wp01snc8,1564,19,6,0,778,60,4,24,36,0,4,3,3,2,3,22,1,1,546,0,2,8,1564,Low Gini,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
220,064qyher,wp01snc8,1564,20,6,1,826,60,2,12,48,0.5,4,3,2,2,1,21,1,6,542,0,2,8,1564,Low Gini,2020-11-10T01:48:00Z,23,Male,0,Australia,NSW,5,47
241,064qyher,xvhqncfd,1778,1,4,0,0,100,NA,20,0,0,NA,NA,NA,NA,NA,23,1,1,480,0,0,8,1778,Equality,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
242,064qyher,xvhqncfd,1778,2,4,0,80,100,2,20,80,0,4,3,2,1,0,26,1,1,310,0,0,8,1778,Equality,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
243,064qyher,xvhqncfd,1778,3,4,0,160,100,2,20,80,0,4,3,2,1,0,29,1,1,460,0,0,8,1778,Equality,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
244,064qyher,xvhqncfd,1778,4,4,0,240,100,2,20,80,0.5,4,3,2,1,0,24,1,6,540,0,0,8,1778,Equality,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
245,064qyher,xvhqncfd,1778,5,4,0,270,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,6,300,1,1,8,1778,Equality,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
246,064qyher,xvhqncfd,1778,6,4,0,300,100,NA,NA,30,NA,NA,NA,NA,NA,NA,0,6,1,300,1,1,8,1778,Equality,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
247,064qyher,xvhqncfd,1778,7,4,0,370,100,3,30,70,0,4,3,2,2,0,26,1,1,620,0,1,8,1778,Equality,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
248,064qyher,xvhqncfd,1778,8,4,0,440,100,3,30,70,0,4,3,2,2,0,23,1,1,650,0,1,8,1778,Equality,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
249,064qyher,xvhqncfd,1778,9,4,1,520,100,2,20,80,0.12,4,3,2,1,0,25,1,3,630,0,1,8,1778,Equality,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
250,064qyher,xvhqncfd,1778,10,4,1,590,100,3,30,70,0,4,3,2,2,0,24,3,5,580,0,1,8,1778,Equality,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
251,064qyher,xvhqncfd,1778,11,4,1,626,60,4,24,36,0,4,3,3,2,0,27,5,6,506,0,1,8,1778,Low Gini,2020-11-10T01:48:00Z,36,Male,0,Australia,NSW,5,24
