participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.infected,player.cumulative_earnings,player.actual_payment,player.transmission_chance,player.contribution,player.others_contribution_percentage,player.timeout,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.others_prediction,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.lockdown_cost,group.patient_zero_switch,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
7,3ej41aon,5ce7c46d79642d0017767d94,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.021174+00:00,1,,,2290,8,,1,870,10,0,1,70,0,1,1,1,1,1,1,90,2,29,65.91,5,7,690,63,0,0,3,60,0,14,hbnj3sqi,,,,,0
8,bzufjjnj,5fa17668d344ba27114bdffe,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.978720+00:00,1,,,2200,7,,1,870,30,0.25,3,65,0,2,2,3,3,3,3,70,2,29,65.91,5,7,690,63,0,0,3,60,0,14,hbnj3sqi,,,,,0
9,b28r9jfp,5fe6699850c73d4a35116f32,0,445,446,end_survey,Feedback,2021-01-20 22:59:25.088876+00:00,1,,,490,5,,0,240,,0,4,62.5,1,,,,,,,0,2,29,65.91,5,7,690,63,0,0,3,60,0,14,hbnj3sqi,,,,,0
10,wwwj081u,5f2821cb25deb5052ffe1ba9,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.129392+00:00,1,,,1960,6,,1,730,20,0,2,67.5,0,2,3,2,2,1,1,80,2,29,65.91,5,7,690,63,0,0,3,60,0,14,hbnj3sqi,,,,,0
11,h8p6qlbd,5fdbc3d733528a08fdb7cc57,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.055726+00:00,1,,,1960,9,,0,700,30,0.25,3,65,0,4,4,4,4,4,4,70,2,29,65.91,5,7,690,63,0,0,3,60,0,14,hbnj3sqi,,,,,0
1,83wbkm0x,5d61a78c6512d700179fad0e,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.848992+00:00,1,,,2240,11,,1,940,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
2,u9bunuu8,5aa7b522b5e2110001c74775,0,445,446,end_survey,Feedback,2021-01-20 22:59:24.791358+00:00,1,,,490,1,,0,280,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
3,rhueshx1,5b9d57e5737d030001ad2cbf,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.915942+00:00,1,,,2290,4,,1,980,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
4,rqw7f61b,5fc6b2f87ea86c0cf0b11004,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.535038+00:00,1,,,1710,2,,0,760,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
5,9o2i1w7b,5b4bc63b189b4300014face0,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.884092+00:00,1,,,1870,3,,1,600,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
6,6k42f5uv,5e9a162fc140d109fe1a4618,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.946162+00:00,1,,,2190,10,,1,980,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
7,3ej41aon,5ce7c46d79642d0017767d94,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.021174+00:00,1,,,2290,8,,1,910,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
8,bzufjjnj,5fa17668d344ba27114bdffe,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.978720+00:00,1,,,2200,7,,1,910,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
9,b28r9jfp,5fe6699850c73d4a35116f32,0,445,446,end_survey,Feedback,2021-01-20 22:59:25.088876+00:00,1,,,490,5,,0,280,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
10,wwwj081u,5f2821cb25deb5052ffe1ba9,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.129392+00:00,1,,,1960,6,,1,770,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
11,h8p6qlbd,5fdbc3d733528a08fdb7cc57,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.055726+00:00,1,,,1960,9,,0,740,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,4,60,0,15,hbnj3sqi,,,,,0
1,83wbkm0x,5d61a78c6512d700179fad0e,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.848992+00:00,1,,,2240,11,,0,980,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
2,u9bunuu8,5aa7b522b5e2110001c74775,0,445,446,end_survey,Feedback,2021-01-20 22:59:24.791358+00:00,1,,,490,1,,1,320,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
3,rhueshx1,5b9d57e5737d030001ad2cbf,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.915942+00:00,1,,,2290,4,,0,1020,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
4,rqw7f61b,5fc6b2f87ea86c0cf0b11004,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.535038+00:00,1,,,1710,2,,0,800,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
5,9o2i1w7b,5b4bc63b189b4300014face0,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.884092+00:00,1,,,1870,3,,0,640,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
6,6k42f5uv,5e9a162fc140d109fe1a4618,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.946162+00:00,1,,,2190,10,,0,1020,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
7,3ej41aon,5ce7c46d79642d0017767d94,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.021174+00:00,1,,,2290,8,,0,950,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
8,bzufjjnj,5fa17668d344ba27114bdffe,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.978720+00:00,1,,,2200,7,,0,950,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
9,b28r9jfp,5fe6699850c73d4a35116f32,0,445,446,end_survey,Feedback,2021-01-20 22:59:25.088876+00:00,1,,,490,5,,0,320,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
10,wwwj081u,5f2821cb25deb5052ffe1ba9,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.129392+00:00,1,,,1960,6,,0,810,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
11,h8p6qlbd,5fdbc3d733528a08fdb7cc57,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.055726+00:00,1,,,1960,9,,0,780,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,4,60,0,16,hbnj3sqi,,,,,0
1,83wbkm0x,5d61a78c6512d700179fad0e,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.848992+00:00,1,,,2240,11,,1,1080,0,0.75,0,52.5,0,0,0,1,2,2,0,100,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
2,u9bunuu8,5aa7b522b5e2110001c74775,0,445,446,end_survey,Feedback,2021-01-20 22:59:24.791358+00:00,1,,,490,1,,0,320,,0,4,42.5,1,,,,,,,0,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
3,rhueshx1,5b9d57e5737d030001ad2cbf,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.915942+00:00,1,,,2290,4,,1,1110,10,0.56,1,50,0,0,0,0,2,2,1,90,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
4,rqw7f61b,5fc6b2f87ea86c0cf0b11004,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.535038+00:00,1,,,1710,2,,0,870,30,0.19,3,45,0,2,2,2,1,1,1,70,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
5,9o2i1w7b,5b4bc63b189b4300014face0,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.884092+00:00,1,,,1870,3,,1,720,20,0.38,2,47.5,0,1,2,2,3,3,1,80,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
6,6k42f5uv,5e9a162fc140d109fe1a4618,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.946162+00:00,1,,,2190,10,,0,1120,0,0.75,0,52.5,0,2,2,2,2,2,3,100,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
7,3ej41aon,5ce7c46d79642d0017767d94,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.021174+00:00,1,,,2290,8,,1,1040,10,0,1,50,0,1,1,1,1,1,1,90,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
8,bzufjjnj,5fa17668d344ba27114bdffe,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.978720+00:00,1,,,2200,7,,1,1040,10,0.56,1,50,0,1,1,1,1,1,1,90,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
9,b28r9jfp,5fe6699850c73d4a35116f32,0,445,446,end_survey,Feedback,2021-01-20 22:59:25.088876+00:00,1,,,490,5,,0,320,,0,4,42.5,1,,,,,,,0,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
10,wwwj081u,5f2821cb25deb5052ffe1ba9,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.129392+00:00,1,,,1960,6,,0,890,20,0.38,2,47.5,0,1,2,3,3,3,2,80,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
11,h8p6qlbd,5fdbc3d733528a08fdb7cc57,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.055726+00:00,1,,,1960,9,,0,850,30,0.19,3,45,0,2,2,4,4,4,3,70,2,21,47.73,1,5,770,70,0,0,4,60,0,17,hbnj3sqi,,,,,0
1,83wbkm0x,5d61a78c6512d700179fad0e,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.848992+00:00,1,,,2240,11,,1,1140,40,0,4,70,0,1,2,3,4,4,3,60,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
2,u9bunuu8,5aa7b522b5e2110001c74775,0,445,446,end_survey,Feedback,2021-01-20 22:59:24.791358+00:00,1,,,490,1,,0,320,,0,4,70,1,,,,,,,0,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
3,rhueshx1,5b9d57e5737d030001ad2cbf,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.915942+00:00,1,,,2290,4,,1,1180,30,0,3,72.5,0,2,3,3,3,4,3,70,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
4,rqw7f61b,5fc6b2f87ea86c0cf0b11004,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.535038+00:00,1,,,1710,2,,0,930,40,0,4,70,0,2,2,2,1,1,1,60,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
5,9o2i1w7b,5b4bc63b189b4300014face0,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.884092+00:00,1,,,1870,3,,1,790,30,0,3,72.5,0,2,2,3,3,4,2,70,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
6,6k42f5uv,5e9a162fc140d109fe1a4618,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.946162+00:00,1,,,2190,10,,1,1220,0,1,0,80,0,2,2,2,2,2,2,100,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
7,3ej41aon,5ce7c46d79642d0017767d94,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.021174+00:00,1,,,2290,8,,1,1130,10,0,1,77.5,0,1,1,1,1,1,1,90,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
8,bzufjjnj,5fa17668d344ba27114bdffe,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.978720+00:00,1,,,2200,7,,1,1110,30,0,3,72.5,0,2,2,2,2,3,2,70,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
9,b28r9jfp,5fe6699850c73d4a35116f32,0,445,446,end_survey,Feedback,2021-01-20 22:59:25.088876+00:00,1,,,490,5,,0,320,,0,4,70,1,,,,,,,0,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
10,wwwj081u,5f2821cb25deb5052ffe1ba9,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.129392+00:00,1,,,1960,6,,0,960,30,0.25,3,72.5,0,3,3,3,2,3,3,70,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
11,h8p6qlbd,5fdbc3d733528a08fdb7cc57,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.055726+00:00,1,,,1960,9,,0,920,30,0.25,3,72.5,0,4,3,4,4,4,4,70,2,32,72.73,5,6,660,60,0,0,4,60,0,18,hbnj3sqi,,,,,0
1,83wbkm0x,5d61a78c6512d700179fad0e,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.848992+00:00,1,,,2240,11,,1,1180,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
2,u9bunuu8,5aa7b522b5e2110001c74775,0,445,446,end_survey,Feedback,2021-01-20 22:59:24.791358+00:00,1,,,490,1,,0,360,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
3,rhueshx1,5b9d57e5737d030001ad2cbf,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.915942+00:00,1,,,2290,4,,1,1220,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
4,rqw7f61b,5fc6b2f87ea86c0cf0b11004,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.535038+00:00,1,,,1710,2,,0,970,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
5,9o2i1w7b,5b4bc63b189b4300014face0,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.884092+00:00,1,,,1870,3,,1,830,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
6,6k42f5uv,5e9a162fc140d109fe1a4618,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.946162+00:00,1,,,2190,10,,1,1260,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
7,3ej41aon,5ce7c46d79642d0017767d94,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.021174+00:00,1,,,2290,8,,1,1170,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
8,bzufjjnj,5fa17668d344ba27114bdffe,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.978720+00:00,1,,,2200,7,,1,1150,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
9,b28r9jfp,5fe6699850c73d4a35116f32,0,445,446,end_survey,Feedback,2021-01-20 22:59:25.088876+00:00,1,,,490,5,,0,360,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
10,wwwj081u,5f2821cb25deb5052ffe1ba9,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.129392+00:00,1,,,1960,6,,0,1000,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
11,h8p6qlbd,5fdbc3d733528a08fdb7cc57,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.055726+00:00,1,,,1960,9,,0,960,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,5,60,0,19,hbnj3sqi,,,,,0
1,83wbkm0x,5d61a78c6512d700179fad0e,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.848992+00:00,1,,,2240,11,,0,1220,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
2,u9bunuu8,5aa7b522b5e2110001c74775,0,445,446,end_survey,Feedback,2021-01-20 22:59:24.791358+00:00,1,,,490,1,,0,400,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
3,rhueshx1,5b9d57e5737d030001ad2cbf,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.915942+00:00,1,,,2290,4,,0,1260,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
4,rqw7f61b,5fc6b2f87ea86c0cf0b11004,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.535038+00:00,1,,,1710,2,,0,1010,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
5,9o2i1w7b,5b4bc63b189b4300014face0,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.884092+00:00,1,,,1870,3,,0,870,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
6,6k42f5uv,5e9a162fc140d109fe1a4618,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.946162+00:00,1,,,2190,10,,0,1300,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
7,3ej41aon,5ce7c46d79642d0017767d94,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.021174+00:00,1,,,2290,8,,0,1210,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
8,bzufjjnj,5fa17668d344ba27114bdffe,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.978720+00:00,1,,,2200,7,,0,1190,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
9,b28r9jfp,5fe6699850c73d4a35116f32,0,445,446,end_survey,Feedback,2021-01-20 22:59:25.088876+00:00,1,,,490,5,,0,400,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
10,wwwj081u,5f2821cb25deb5052ffe1ba9,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.129392+00:00,1,,,1960,6,,0,1040,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
11,h8p6qlbd,5fdbc3d733528a08fdb7cc57,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.055726+00:00,1,,,1960,9,,1,1000,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,5,60,0,20,hbnj3sqi,,,,,0
1,83wbkm0x,5d61a78c6512d700179fad0e,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.848992+00:00,1,,,2240,11,,1,1320,0,1,0,57.5,0,0,0,1,1,1,0,100,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
2,u9bunuu8,5aa7b522b5e2110001c74775,0,445,446,end_survey,Feedback,2021-01-20 22:59:24.791358+00:00,1,,,490,1,,0,400,,0,4,47.5,1,,,,,,,0,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
3,rhueshx1,5b9d57e5737d030001ad2cbf,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.915942+00:00,1,,,2290,4,,1,1340,20,0.5,2,52.5,0,0,0,0,0,0,0,80,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
4,rqw7f61b,5fc6b2f87ea86c0cf0b11004,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.535038+00:00,1,,,1710,2,,0,1010,30,0.25,3,50,0,,,,,,2,0,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
5,9o2i1w7b,5b4bc63b189b4300014face0,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.884092+00:00,1,,,1870,3,,1,960,10,0.75,1,55,0,1,2,2,2,2,1,90,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
6,6k42f5uv,5e9a162fc140d109fe1a4618,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.946162+00:00,1,,,2190,10,,0,1370,30,0.25,3,50,0,3,3,3,3,3,3,70,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
7,3ej41aon,5ce7c46d79642d0017767d94,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.021174+00:00,1,,,2290,8,,1,1300,10,0.75,1,55,0,1,1,1,1,1,1,90,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
8,bzufjjnj,5fa17668d344ba27114bdffe,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.978720+00:00,1,,,2200,7,,1,1290,0,0,0,57.5,0,0,1,1,1,1,1,100,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
9,b28r9jfp,5fe6699850c73d4a35116f32,0,445,446,end_survey,Feedback,2021-01-20 22:59:25.088876+00:00,1,,,490,5,,0,400,,0,4,47.5,1,,,,,,,0,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
10,wwwj081u,5f2821cb25deb5052ffe1ba9,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.129392+00:00,1,,,1960,6,,0,1100,40,0,4,47.5,0,2,2,2,3,2,2,60,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
11,h8p6qlbd,5fdbc3d733528a08fdb7cc57,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.055726+00:00,1,,,1960,9,,1,1090,10,0.75,1,55,0,3,1,2,3,4,1,90,2,23,52.27,1,6,680,62,0,0,5,90,0,21,hbnj3sqi,,,,,0
1,83wbkm0x,5d61a78c6512d700179fad0e,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.848992+00:00,1,,,2240,11,,1,1330,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
2,u9bunuu8,5aa7b522b5e2110001c74775,0,445,446,end_survey,Feedback,2021-01-20 22:59:24.791358+00:00,1,,,490,1,,0,410,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
3,rhueshx1,5b9d57e5737d030001ad2cbf,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.915942+00:00,1,,,2290,4,,1,1350,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
4,rqw7f61b,5fc6b2f87ea86c0cf0b11004,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.535038+00:00,1,,,1710,2,,0,1020,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
5,9o2i1w7b,5b4bc63b189b4300014face0,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.884092+00:00,1,,,1870,3,,1,970,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
6,6k42f5uv,5e9a162fc140d109fe1a4618,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.946162+00:00,1,,,2190,10,,0,1380,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
7,3ej41aon,5ce7c46d79642d0017767d94,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.021174+00:00,1,,,2290,8,,1,1310,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
8,bzufjjnj,5fa17668d344ba27114bdffe,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.978720+00:00,1,,,2200,7,,1,1300,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
9,b28r9jfp,5fe6699850c73d4a35116f32,0,445,446,end_survey,Feedback,2021-01-20 22:59:25.088876+00:00,1,,,490,5,,0,410,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
10,wwwj081u,5f2821cb25deb5052ffe1ba9,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.129392+00:00,1,,,1960,6,,0,1110,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
11,h8p6qlbd,5fdbc3d733528a08fdb7cc57,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:25.055726+00:00,1,,,1960,9,,1,1100,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,6,90,0,22,hbnj3sqi,,,,,0
1,83wbkm0x,5d61a78c6512d700179fad0e,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.848992+00:00,1,,,2240,11,,0,1340,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,6,90,0,23,hbnj3sqi,,,,,0
2,u9bunuu8,5aa7b522b5e2110001c74775,0,445,446,end_survey,Feedback,2021-01-20 22:59:24.791358+00:00,1,,,490,1,,0,420,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,6,90,0,23,hbnj3sqi,,,,,0
3,rhueshx1,5b9d57e5737d030001ad2cbf,0,446,446,payment_info,PaymentInfo,2021-01-20 22:59:24.915942+00:00,1,,,2290,4,,1,1360,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,6,90,0,23,hbnj3sqi,,,,,0
