participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.infected,player.cumulative_earnings,player.actual_payment,player.transmission_chance,player.contribution,player.others_contribution_percentage,player.timeout,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.others_prediction,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.lockdown_cost,group.patient_zero_switch,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,1660,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,4,90,0,25,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,230,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,0,1680,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,0,1510,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,230,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,1460,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,1570,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,1,1820,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,230,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,990,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,0,1430,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,0,1670,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,4,90,0,26,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,230,,0,4,60,1,,,,,,,0,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,0,1760,20,0,2,65,0,4,3,2,2,1,2,80,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,0,1600,10,0,1,67.5,0,1,2,3,3,4,1,90,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,1,230,,0,4,60,1,,,,,,,0,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,1520,40,0,4,60,0,4,4,4,4,4,3,60,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,1640,30,0,3,62.5,0,4,3,3,2,0,3,70,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,0,1920,0,0,0,70,0,0,1,2,3,4,1,100,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,230,,0,4,60,1,,,,,,,0,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,1090,0,0,0,70,0,0,0,0,0,0,0,100,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,0,1490,40,0,4,60,0,2,2,3,3,4,2,60,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,0,1750,20,0,2,65,0,3,3,2,2,1,2,80,2,28,63.64,1,1,640,58,0,0,4,90,0,27,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,230,,0,4,50,1,,,,,,,0,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,0,1850,10,0,1,57.5,0,3,2,2,1,1,2,90,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,0,1690,10,0,1,57.5,0,1,2,3,3,4,1,90,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,1,230,,0,4,50,1,,,,,,,0,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,1590,30,0,3,52.5,0,3,3,2,2,1,3,70,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,1710,30,0,3,52.5,0,4,3,3,2,1,3,70,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,0,2020,0,0,0,60,0,0,1,2,3,4,1,100,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,230,,0,4,50,1,,,,,,,0,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,1190,0,0,0,60,0,0,0,0,0,0,0,100,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,0,1570,20,0,2,55,0,2,3,3,4,4,2,80,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,0,1830,20,0,2,55,0,3,3,2,2,1,2,80,2,24,54.55,1,1,680,62,0,0,4,90,0,28,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,230,,0,4,47.5,1,,,,,,,0,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,1940,10,0.38,1,55,0,3,2,2,1,1,2,90,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,0,1780,10,0.38,1,55,0,1,2,3,3,4,1,90,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,230,,0,4,47.5,1,,,,,,,0,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,1660,30,0.12,3,50,0,3,3,2,1,1,2,70,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,1780,30,0.12,3,50,0,4,3,2,1,0,3,70,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,1,2120,0,0.5,0,57.5,0,0,1,2,3,4,1,100,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,230,,0,4,47.5,1,,,,,,,0,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,1290,0,0.5,0,57.5,0,0,0,0,0,0,0,100,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,1,1660,10,0.38,1,55,0,2,2,3,3,4,0,90,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,1910,20,0,2,52.5,0,3,3,2,2,1,2,80,2,23,52.27,1,4,690,63,0,0,4,90,1,29,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,230,,0,4,75,1,,,,,,,0,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,2020,20,0,2,80,0,3,2,2,1,1,2,80,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,0,1850,30,0.25,3,77.5,0,2,2,3,3,4,3,70,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,230,,0,4,75,1,,,,,,,0,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,1720,40,0,4,75,0,4,4,4,4,4,3,60,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,1850,30,0.25,3,77.5,0,4,3,3,2,0,3,70,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,1,2200,20,0,2,80,0,1,2,3,4,4,2,80,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,230,,0,4,75,1,,,,,,,0,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,1,1380,10,0.75,1,82.5,0,1,1,1,1,1,2,90,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,1,1720,40,0,4,75,0,3,3,3,4,4,3,60,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,1980,30,0,3,77.5,0,3,3,3,2,1,2,70,2,34,77.27,4,5,580,53,0,0,4,90,0,30,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,230,,0,4,77.5,1,,,,,,,0,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,2100,20,0,2,82.5,0,3,3,2,2,1,3,80,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,1,1930,20,0.5,2,82.5,0,2,3,3,3,4,3,80,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,230,,0,4,77.5,1,,,,,,,0,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,1780,40,0,4,77.5,0,4,4,4,4,4,3,60,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,1920,30,0.25,3,80,0,4,3,3,2,0,3,70,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,1,2270,30,0,3,80,0,1,2,3,4,4,2,70,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,230,,0,4,77.5,1,,,,,,,0,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,1,1460,20,0,2,82.5,0,2,2,2,2,2,2,80,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,1,1780,40,0,4,77.5,0,3,3,3,4,4,3,60,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,2050,30,0,3,80,0,3,3,3,2,1,3,70,2,35,79.55,5,6,570,52,0,0,4,90,0,31,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,240,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,2110,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,1,1940,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,240,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,1790,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,1930,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,1,2280,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,240,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,1,1470,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,1,1790,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,1,2060,,,0,0,0,,,,,,,10,2,0,0,6,6,110,10,1,1,5,90,0,32,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,250,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,0,2120,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,0,1950,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,250,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,1,1800,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,1940,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
7,wv2ypvol,5b88002a7bb9e90001f0703f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.572245+00:00,1,,,2750,5,,0,2290,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
8,hhasem8p,5b1d413544127b00013fea42,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.618045+00:00,1,,,270,1,,0,250,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
9,ri3991uw,5ef3087637ccf9000bbacd57,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.099646+00:00,1,,,1980,7,,0,1480,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
10,7fuuovrt,5e49c48fac17f4000c1bfcbc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:21.553918+00:00,1,,,2120,6,,0,1800,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
11,mhnrlki6,5f8c5fe7018e5908ef6f1b1f,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:22.106304+00:00,1,,,2460,11,,0,2070,,,0,0,0,,,,,,,10,2,0,0,6,1,110,10,1,2,5,90,0,33,ui73b4cc,,,,,0
1,xmo6y9j4,58d283fcbfaa440001d1f097,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.286495+00:00,1,,,270,4,,0,250,,0,4,55,1,,,,,,,0,2,26,59.09,1,4,660,60,0,0,5,90,0,34,ui73b4cc,,,,,0
2,ics99vz6,5d3cb6625ca28800166c8ffc,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.442093+00:00,1,,,2580,9,,1,2220,0,0.75,0,65,0,2,2,1,1,0,2,100,2,26,59.09,1,4,660,60,0,0,5,90,0,34,ui73b4cc,,,,,0
3,ca56z2zv,5f215ed0456c964f5f1e408d,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.378888+00:00,1,,,2410,8,,1,2040,10,0,1,62.5,0,1,2,3,3,4,1,90,2,26,59.09,1,4,660,60,0,0,5,90,0,34,ui73b4cc,,,,,0
4,u6y8sx1v,5af17e5d3c1f670001a4570e,0,445,446,end_survey,Feedback,2021-01-20 11:35:20.489940+00:00,1,,,270,3,,0,250,,0,4,55,1,,,,,,,0,2,26,59.09,1,4,660,60,0,0,5,90,0,34,ui73b4cc,,,,,0
5,wfpzt5z0,5d2464b812b27400011db6e7,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.743958+00:00,1,,,2120,10,,0,1860,40,0,4,55,0,4,4,3,3,3,3,60,2,26,59.09,1,4,660,60,0,0,5,90,0,34,ui73b4cc,,,,,0
6,nwr8ut6o,5ca0de7d8001d50018c69031,0,446,446,payment_info,PaymentInfo,2021-01-20 11:35:20.838229+00:00,1,,,2340,2,,0,2010,30,0.19,3,57.5,0,4,3,2,2,0,3,70,2,26,59.09,1,4,660,60,0,0,5,90,0,34,ui73b4cc,,,,,0
