participant.id_in_session,participant.code,participant.time_started,participant.payoff,player.id_in_group,player.infected,player.cumulative_earnings,player.actual_payment,player.transmission_chance,player.contribution,player.others_contribution_percentage,player.timeout,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.others_prediction,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.lockdown_cost,group.patient_zero_switch,subsession.round_number,session.code,session.is_demo
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,40,,0,4,82.5,1,,,,,,,0,2,37,84.09,5,5,670,61,0,0,2,90,0,17,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,1,1130,40,0,4,75,0,2,3,3,3,4,3,60,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1060,40,0,4,75,0,4,4,4,4,4,4,60,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,1,1220,10,0,1,82.5,0,0,1,2,3,4,1,90,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,0,980,40,0,4,75,0,3,3,3,4,4,3,60,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,1,990,30,0,3,77.5,0,3,3,3,3,3,3,70,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,0,880,40,0,4,75,0,4,4,4,4,4,2,60,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,1,1080,30,0,3,77.5,0,2,2,2,3,3,3,70,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,880,40,0,4,75,0,4,4,4,4,4,3,60,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,1,1440,0,0,0,85,0,0,0,0,0,0,0,100,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,0,970,30,0.25,3,77.5,0,4,4,3,2,1,2,70,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,40,,0,4,75,1,,,,,,,0,2,34,77.27,5,5,700,64,0,0,2,90,0,18,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,1,1200,30,0,3,77.5,0,1,2,3,3,4,2,70,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1120,40,0,4,75,0,4,4,4,4,4,4,60,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,1,1310,10,0,1,82.5,0,0,1,2,3,4,3,90,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,0,1040,40,0,4,75,0,3,3,4,4,4,3,60,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,1,1050,40,0,4,75,0,4,4,4,4,4,3,60,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,0,940,40,0,4,75,0,4,4,4,4,4,3,60,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,1,1150,30,0,3,77.5,0,2,2,2,3,3,2,70,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,940,40,0,4,75,0,4,4,4,4,4,3,60,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,1,1540,0,0,0,85,0,0,0,0,0,0,0,100,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,0,1040,30,0.25,3,77.5,0,4,3,3,2,1,2,70,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,40,,0,4,75,1,,,,,,,0,2,34,77.27,5,5,700,64,0,0,2,90,0,19,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,1,1270,30,0,3,80,0,1,2,3,3,3,2,70,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1180,40,0,4,77.5,0,4,4,4,4,4,4,60,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,1,1390,20,0,2,82.5,0,2,2,2,3,4,2,80,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,0,1100,40,0,4,77.5,0,3,3,4,4,4,3,60,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,1,1120,30,0,3,80,0,3,3,3,3,3,3,70,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,0,1000,40,0,4,77.5,0,4,4,4,4,4,3,60,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,1,1220,30,0,3,80,0,2,2,2,3,3,3,70,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,1000,40,0,4,77.5,0,4,4,4,4,4,3,60,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,1,1640,0,0,0,87.5,0,0,0,0,0,0,0,100,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,0,1100,40,0,4,77.5,0,3,3,2,2,1,2,60,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,40,,0,4,77.5,1,,,,,,,0,2,35,79.55,5,5,690,63,0,0,2,90,0,20,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,1,1350,20,0,2,80,0,1,1,2,3,4,2,80,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1240,40,0,4,75,0,4,4,4,4,4,4,60,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,1,1470,20,0,2,80,0,0,0,2,3,4,2,80,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,0,1170,30,0.25,3,77.5,0,2,3,3,4,4,2,70,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,1,1180,40,0,4,75,0,4,4,4,4,4,4,60,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,0,1060,40,0,4,75,0,4,4,4,4,4,2,60,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,1,1290,30,0,3,77.5,0,2,2,2,3,3,2,70,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,1060,40,0,4,75,0,4,4,4,4,4,3,60,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,1,1740,0,0,0,85,0,0,0,0,0,0,0,100,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,0,1160,40,0,4,75,0,4,3,3,2,2,3,60,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,40,,0,4,75,1,,,,,,,0,2,34,77.27,5,5,700,64,0,0,2,60,0,21,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,1,1440,10,0,1,70,0,1,1,2,3,4,2,90,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1300,40,0,4,62.5,0,4,4,4,4,4,4,60,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,1,1560,10,0,1,70,0,0,2,2,3,4,2,90,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,0,1230,40,0,4,62.5,0,3,3,4,4,4,3,60,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,1,1260,20,0,2,67.5,0,2,2,2,2,2,3,80,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,0,1120,40,0,4,62.5,0,4,4,4,4,4,2,60,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,1,1370,20,0,2,67.5,0,2,2,2,3,3,2,80,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,1120,40,0,4,62.5,0,4,4,4,4,4,3,60,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,1,1840,0,0,0,72.5,0,0,0,0,0,0,0,100,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,0,1230,30,0.25,3,65,0,3,3,2,2,1,2,70,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,40,,0,4,62.5,1,,,,,,,0,2,29,65.91,5,5,750,68,0,0,2,60,0,22,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,1,1530,10,0,1,80,0,0,1,2,3,4,1,90,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1360,40,0,4,72.5,0,4,4,4,4,4,4,60,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,1,1640,20,0,2,77.5,0,0,1,2,3,4,2,80,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,0,1290,40,0,4,72.5,0,3,3,4,4,4,3,60,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,1,1320,40,0,4,72.5,0,4,4,4,4,4,3,60,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,0,1180,40,0,4,72.5,0,4,4,4,4,4,2,60,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,1,1440,30,0,3,75,0,2,2,2,3,3,2,70,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,1120,,0,4,72.5,1,4,4,4,4,4,3,0,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,1,1940,0,0,0,82.5,0,0,0,0,0,0,0,100,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,1,1300,30,0.25,3,75,0,3,3,2,1,1,2,70,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,40,,0,4,72.5,1,,,,,,,0,2,33,75,5,6,650,59,0,0,2,60,0,23,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,1,1570,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1400,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,1,1680,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,0,1330,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,1,1360,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,0,1220,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,1,1480,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,1160,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,1,1980,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,1,1340,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,80,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,3,60,0,24,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,0,1610,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1440,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,0,1720,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,0,1370,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,0,1400,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,1,1260,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,0,1520,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,1200,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,0,2020,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,0,1380,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,120,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,3,60,0,25,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,0,1710,0,0,0,50,0,0,1,2,3,4,0,100,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1510,30,0,3,42.5,0,3,3,3,3,3,3,70,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,0,1820,0,0,0,50,0,0,0,0,0,0,0,100,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,0,1440,30,0,3,42.5,0,2,3,3,4,4,2,70,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,0,1500,0,0,0,50,0,0,0,0,0,0,0,100,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,1,1320,40,0,4,40,0,4,4,4,4,4,1,60,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,0,1610,10,0,1,47.5,0,1,1,1,2,2,1,90,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,1260,40,0,4,40,0,4,4,4,4,4,2,60,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,0,2120,0,0,0,50,0,0,0,0,0,0,0,100,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,0,1470,10,0,1,47.5,0,3,3,2,2,1,1,90,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,120,,0,4,40,1,,,,,,,0,2,20,45.45,1,1,840,76,0,0,3,60,0,26,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,0,1710,0,0,0,47.5,0,,,,,,1,0,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1600,10,0,1,45,0,3,3,2,1,1,2,90,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,0,1920,0,0,0,47.5,0,0,0,0,0,0,0,100,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,0,1510,30,0,3,40,0,2,2,3,3,4,2,70,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,0,1590,10,0,1,45,0,1,1,1,1,1,1,90,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,1,1380,40,0,4,37.5,0,4,4,4,4,4,1,60,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,0,1700,10,0,1,45,0,1,1,1,2,2,1,90,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,1320,40,0,4,37.5,0,4,4,4,4,4,2,60,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,0,2220,0,0,0,47.5,0,0,0,0,0,0,0,100,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,0,1560,10,0,1,45,0,3,2,2,1,1,1,90,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,120,,0,4,37.5,1,,,,,,,0,2,19,43.18,1,1,750,68,0,0,3,60,0,27,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,0,1810,0,0.25,0,50,0,0,1,2,3,4,1,100,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1680,20,0.12,2,45,0,4,3,2,1,0,2,80,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,0,2020,0,0.25,0,50,0,0,0,0,0,0,0,100,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,1,1580,30,0,3,42.5,0,2,2,3,3,4,2,70,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,0,1670,20,0.12,2,45,0,3,3,3,3,3,2,80,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,0,1440,40,0,4,40,0,4,4,4,4,4,1,60,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,0,1800,0,0.25,0,50,0,1,1,1,1,1,1,100,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,1380,40,0,4,40,0,4,4,4,4,4,2,60,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,1,2320,0,0.25,0,50,0,0,0,0,0,0,0,100,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,0,1650,10,0.19,1,47.5,0,3,2,1,1,0,0,90,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,120,,0,4,40,1,,,,,,,0,2,20,45.45,1,2,840,76,0,0,3,60,1,28,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,1,1900,10,0.75,1,52.5,0,1,2,3,3,4,0,90,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1760,20,0.5,2,50,0,4,4,3,2,1,2,80,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,1,2120,0,1,0,55,0,0,0,0,0,0,0,100,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,1,1650,30,0,3,47.5,0,2,2,3,4,4,2,70,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,0,1750,20,0.5,2,50,0,2,2,2,2,2,2,80,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
6,f65prxln,2021-01-22 08:17:59.350879+00:00,2080,1,0,1500,40,0,4,45,0,4,4,4,4,4,1,60,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
7,l1fbwtpm,2021-01-22 08:17:59.671849+00:00,2640,7,1,1890,10,0.75,1,52.5,0,1,1,1,1,1,1,90,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
8,sbklkua4,2021-01-22 08:17:59.821806+00:00,2030,9,0,1440,40,0,4,45,0,4,4,4,4,4,2,60,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
9,lui4ds0m,2021-01-22 08:17:59.605074+00:00,3280,5,1,2420,0,0,0,55,0,0,0,0,0,0,0,100,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
10,hy7lv8gv,2021-01-22 08:17:59.462370+00:00,2370,4,0,1740,10,0.75,1,52.5,0,3,2,2,1,1,1,90,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
11,1svbkxs1,2021-01-22 08:18:00.017897+00:00,280,10,0,120,,0,4,45,1,,,,,,,0,2,22,50,2,5,820,75,0,0,3,60,0,29,o1h88o19,0
1,hij01hw2,2021-01-22 08:17:59.404362+00:00,2760,3,1,2000,0,0,0,75,0,2,2,3,3,4,1,100,2,30,68.18,5,5,740,67,0,0,3,60,0,30,o1h88o19,0
2,db5xzwvt,2021-01-22 08:17:59.180006+00:00,2410,11,0,1830,30,0.25,3,67.5,0,4,4,4,3,3,3,70,2,30,68.18,5,5,740,67,0,0,3,60,0,30,o1h88o19,0
3,0n0qxsjj,2021-01-22 08:18:00.249286+00:00,2840,2,1,2200,20,0,2,70,0,2,2,2,3,4,2,80,2,30,68.18,5,5,740,67,0,0,3,60,0,30,o1h88o19,0
4,kjpcv45u,2021-01-22 08:17:59.746036+00:00,2280,8,1,1710,40,0,4,65,0,3,3,4,4,4,3,60,2,30,68.18,5,5,740,67,0,0,3,60,0,30,o1h88o19,0
5,ylfxb2ji,2021-01-22 08:17:59.534740+00:00,2460,6,0,1810,40,0,4,65,0,4,4,4,4,4,3,60,2,30,68.18,5,5,740,67,0,0,3,60,0,30,o1h88o19,0
