session.code,participant.code,participant.payoff,subsession.round_number,player.id_in_group,player.infected,player.timeout,player.cumulative_earnings,player.others_prediction,player.contribution,player.others_contribution_percentage,player.actual_payment,player.payoff,player.transmission_chance,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,group.total_contribution,group.total_infections,group.end_total_infections,group.total_earnings,group.lockdown,group.lockdown_number,group.lockdown_cost,group.patient_zero_switch,nTimeout,lastRoundOthers,player.age,player.gender,player.covid_positive,player.location,player.attention_check,Order
8mg61jr9,kf1tn1a4,2890,7,9,1,0,520,0,0,60,0,100,0,0,0,0,0,0,24,1,4,680,0,1,90,1,0,62.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,8,9,1,0,610,10,10,75,10,90,0,10,10,10,10,10,31,4,6,610,0,1,90,0,0,60,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,9,9,1,0,620,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,6,110,1,2,90,0,0,75,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,10,9,0,0,630,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,1,110,1,2,90,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,11,9,0,0,730,0,0,67.5,0,100,0.5,0,0,10,10,0,27,1,4,650,0,2,90,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,12,9,1,0,820,10,10,77.5,10,90,0.38,0,0,10,10,10,32,4,5,580,0,2,90,0,0,67.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,13,9,1,0,900,20,20,90,20,80,0,10,10,20,10,10,38,5,7,540,0,2,90,0,0,77.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,14,9,1,0,910,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,7,7,110,1,3,90,0,0,90,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,15,9,0,0,920,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,7,1,110,1,3,90,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,16,9,0,0,1020,0,0,67.5,0,100,0,0,0,0,0,0,27,1,1,650,0,3,90,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,17,9,0,0,1120,0,0,67.5,0,100,0,0,0,0,0,0,27,1,1,710,0,3,90,0,0,67.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,18,9,1,0,1220,0,0,67.5,0,100,0.5,0,0,0,0,0,27,1,3,650,0,3,90,1,0,67.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,19,9,1,0,1310,10,10,82.5,10,90,0,0,10,0,0,10,34,3,4,580,0,3,90,0,0,67.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,20,9,1,0,1400,10,10,80,10,90,0,0,0,0,10,10,33,4,5,650,0,3,90,0,0,82.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,21,9,1,0,1490,20,10,85,10,90,0,20,20,20,20,10,35,5,5,570,0,3,60,0,0,80,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,22,9,1,0,1580,10,10,80,10,90,0,0,0,0,10,10,33,5,5,590,0,3,60,0,0,85,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,23,9,1,0,1670,10,10,75,10,90,0,10,10,10,10,10,31,5,5,670,0,3,60,0,0,80,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,24,9,1,0,1770,0,0,70,0,100,0,10,10,10,10,10,28,5,5,700,0,3,60,0,0,75,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,25,9,1,0,1870,0,0,72.5,0,100,0,10,10,10,10,10,29,5,6,630,0,3,60,0,0,70,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,26,9,1,0,1910,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,6,440,1,4,60,0,0,72.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,27,9,0,0,1950,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,1,440,1,4,60,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,28,9,1,0,2050,0,0,57.5,0,100,0,0,0,0,0,0,23,1,4,690,0,4,60,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,29,9,1,0,2150,0,0,70,0,100,0,0,0,10,10,10,28,4,6,700,0,4,60,0,0,57.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,30,9,1,0,2190,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,6,440,1,5,60,0,0,70,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,31,9,0,0,2230,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,1,440,1,5,60,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,32,9,0,0,2330,0,0,42.5,0,100,0.75,0,0,0,0,0,17,1,7,810,0,5,60,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,33,9,0,0,2370,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,7,7,440,1,6,60,0,0,42.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,34,9,0,0,2410,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,7,1,440,1,6,60,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,35,9,0,0,2510,0,0,47.5,0,100,0.25,0,0,0,0,0,19,1,2,790,0,6,60,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,36,9,1,0,2610,0,0,52.5,0,100,1,0,0,0,0,0,21,2,6,770,0,6,60,0,0,47.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,37,9,1,0,2650,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,6,440,1,7,60,0,0,52.5,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,38,9,0,0,2690,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,1,440,1,7,60,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,39,9,0,0,2790,0,0,50,0,100,0,0,0,0,0,10,20,1,1,780,0,7,60,0,0,0,34,Female,0,Scotland,Chicago,High Cost First
8mg61jr9,kf1tn1a4,2890,40,9,0,0,2890,0,0,52.5,0,100,0,0,0,0,0,0,21,1,1,770,0,7,60,0,0,50,34,Female,0,Scotland,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,1,8,0,0,60,30,40,45,40,60,0,30,30,40,40,40,22,1,5,720,0,0,90,0,0,52.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,2,8,0,0,130,30,30,82.5,30,70,0.25,20,20,30,40,40,36,5,5,620,0,0,90,0,0,45,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,3,8,0,0,200,30,30,75,30,70,0.25,30,30,40,40,40,33,5,5,710,0,0,90,0,0,82.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,4,8,0,0,270,30,30,80,30,70,0.25,20,30,40,40,40,35,5,5,690,0,0,90,0,0,75,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,5,8,1,0,340,30,30,80,30,70,0.25,20,30,30,40,40,35,5,6,690,0,0,90,0,0,80,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,6,8,1,0,350,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,6,110,1,1,90,0,0,80,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,7,8,0,0,360,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,1,110,1,1,90,0,0,0,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,8,8,0,0,430,20,30,47.5,30,70,0.19,10,20,20,30,30,22,1,5,820,0,1,90,0,0,0,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,9,8,0,0,500,30,30,70,30,70,0.25,20,20,30,30,30,31,5,6,730,0,1,90,0,0,47.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,10,8,0,0,510,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,6,110,1,2,90,0,0,70,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,11,8,0,0,520,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,1,110,1,2,90,0,0,0,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,12,8,0,0,590,30,30,55,30,70,0,20,30,30,40,40,25,1,1,790,0,2,90,0,0,0,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,13,8,0,0,660,30,30,42.5,30,70,0,20,30,30,30,40,20,1,1,840,0,2,90,0,0,55,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,14,8,0,0,730,20,30,42.5,30,70,0.19,20,30,30,30,40,20,1,4,840,0,2,90,1,0,42.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,15,8,0,0,800,30,30,72.5,30,70,0.25,20,20,20,30,40,32,4,5,720,0,2,90,0,0,42.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,16,8,0,0,860,30,40,77.5,40,60,0,20,30,30,40,40,35,5,5,690,0,2,90,0,0,72.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,17,8,0,0,920,30,40,82.5,40,60,0,30,30,40,40,40,37,5,5,670,0,2,90,0,0,77.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,18,8,0,0,980,30,40,75,40,60,0,30,30,30,40,40,34,5,5,700,0,2,90,0,0,82.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,19,8,0,0,1040,30,40,75,40,60,0,30,30,40,40,40,34,5,5,700,0,2,90,0,0,75,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,20,8,0,0,1100,30,40,77.5,40,60,0,30,30,40,40,40,35,5,5,690,0,2,90,0,0,75,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,21,8,0,0,1170,20,30,77.5,30,70,0.25,20,30,30,40,40,34,5,5,700,0,2,60,0,0,77.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,22,8,0,0,1230,30,40,62.5,40,60,0,30,30,40,40,40,29,5,5,750,0,2,60,0,0,77.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,23,8,0,0,1290,30,40,72.5,40,60,0,30,30,40,40,40,33,5,6,650,0,2,60,0,0,62.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,24,8,0,0,1330,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,6,440,1,3,60,0,0,72.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,25,8,0,0,1370,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,1,440,1,3,60,0,0,0,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,26,8,0,0,1440,20,30,42.5,30,70,0,20,30,30,40,40,20,1,1,840,0,3,60,0,0,0,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,27,8,0,0,1510,20,30,40,30,70,0,20,20,30,30,40,19,1,1,750,0,3,60,0,0,42.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,28,8,1,0,1580,20,30,42.5,30,70,0,20,20,30,30,40,20,1,2,840,0,3,60,1,0,40,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,29,8,1,0,1650,20,30,47.5,30,70,0,20,20,30,40,40,22,2,5,820,0,3,60,0,0,42.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,30,8,1,0,1710,30,40,65,40,60,0,30,30,40,40,40,30,5,5,740,0,3,60,0,0,47.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,31,8,1,0,1770,30,40,62.5,40,60,0,20,30,40,40,40,29,5,6,750,0,3,60,0,0,65,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,32,8,1,0,1810,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,6,440,1,4,60,0,0,62.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,33,8,0,0,1850,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,1,440,1,4,60,0,0,0,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,34,8,1,0,1920,20,30,42.5,30,70,0.25,10,20,30,30,40,20,1,6,840,0,4,60,0,0,0,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,35,8,1,0,1960,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,6,440,1,5,60,0,0,42.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,36,8,0,0,2000,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,1,440,1,5,60,0,0,0,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,37,8,0,0,2070,20,30,55,30,70,0.06,10,20,30,30,40,25,1,1,790,0,5,60,0,0,0,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,38,8,0,0,2140,20,30,57.5,30,70,0.06,10,20,20,30,40,26,1,2,780,0,5,60,0,0,55,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,39,8,0,0,2210,20,30,57.5,30,70,0,20,20,30,30,40,26,2,1,680,0,5,60,1,0,57.5,38,Male,0,England,Chicago,High Cost First
o1h88o19,kjpcv45u,2280,40,8,0,0,2280,20,30,52.5,30,70,0,10,20,30,30,40,24,1,1,800,0,5,60,0,0,57.5,38,Male,0,England,Chicago,High Cost First
jl83w4kx,koi9tdsx,2260,1,9,0,0,90,20,10,52.5,10,90,0,20,20,20,20,20,22,1,1,570,0,0,60,0,1,52.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,2,9,0,0,90,NA,20,55,20,0,0,30,30,20,20,20,24,1,1,640,0,0,60,0,1,52.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,3,9,0,0,170,30,20,52.5,20,80,0,30,30,30,20,20,23,1,1,690,0,0,60,0,1,55,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,4,9,0,0,240,30,30,57.5,30,70,0.12,30,30,30,40,40,26,1,3,720,0,0,60,1,1,52.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,5,9,0,0,300,40,40,75,40,60,0,40,40,40,40,40,34,3,4,640,0,0,60,0,1,57.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,6,9,0,0,360,40,40,80,40,60,0,40,40,40,40,40,36,4,4,540,0,0,60,0,1,75,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,7,9,0,1,360,40,40,75,NA,0,0,40,40,40,40,40,34,4,4,580,0,0,60,0,1,80,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,8,9,0,0,420,40,40,72.5,40,60,0,40,40,40,40,40,33,4,5,650,0,0,60,0,1,75,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,9,9,0,0,480,40,40,85,40,60,0,40,40,40,40,40,38,5,6,600,0,0,60,0,1,72.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,10,9,0,0,520,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,6,440,1,1,60,0,1,85,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,11,9,0,0,560,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,1,440,1,1,60,0,1,0,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,12,9,0,0,630,30,30,65,30,70,0,30,30,40,40,40,29,1,1,630,0,1,60,0,1,0,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,13,9,0,0,700,30,30,55,30,70,0,40,30,40,40,40,25,1,1,730,0,1,60,0,1,65,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,14,9,1,0,770,30,30,50,30,70,0.12,40,40,30,30,30,23,1,4,750,0,1,60,1,1,55,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,15,9,1,0,830,40,40,75,40,60,0,40,40,40,40,40,34,4,5,580,0,1,60,0,1,50,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,16,9,1,0,890,40,40,80,40,60,0,40,40,40,40,40,36,5,6,620,0,1,60,0,1,75,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,17,9,1,0,930,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,6,440,1,2,60,0,1,80,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,18,9,0,0,970,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,1,440,1,2,60,0,1,0,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,19,9,0,0,1040,20,30,52.5,30,70,0.25,40,40,40,40,40,24,1,6,740,0,2,60,0,1,0,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,20,9,0,0,1080,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,6,440,1,3,60,0,1,52.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,21,9,0,0,1090,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,1,110,1,3,90,0,1,0,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,22,9,0,0,1160,20,30,57.5,30,70,0.19,40,40,40,40,40,26,1,1,720,0,3,90,0,1,0,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,23,9,0,0,1220,30,40,55,40,60,0,40,40,40,40,40,26,1,4,720,0,3,90,0,1,57.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,24,9,1,0,1280,40,40,82.5,40,60,0,40,40,40,40,40,37,4,1,470,0,3,90,1,1,55,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,25,9,1,0,1350,30,30,65,30,70,0,40,40,30,30,30,29,1,2,690,0,3,90,0,1,82.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,26,9,1,0,1410,40,40,85,40,60,0,40,40,40,40,40,38,2,2,540,0,3,90,0,1,65,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,27,9,1,0,1480,30,30,82.5,30,70,0,40,40,40,30,30,36,2,2,560,0,3,90,0,1,85,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,28,9,1,0,1540,30,40,85,40,60,0,40,40,40,40,40,38,2,3,540,0,3,90,0,1,82.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,29,9,1,0,1600,30,40,85,40,60,0,40,40,40,40,40,38,3,3,540,0,3,90,0,1,85,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,30,9,1,0,1660,30,40,85,40,60,0,40,40,40,40,40,38,3,3,540,0,3,90,0,1,85,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,31,9,1,0,1720,30,40,80,40,60,0,40,40,40,40,40,36,3,4,620,0,3,90,0,1,85,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,32,9,1,0,1780,40,40,85,40,60,0,40,40,40,40,40,38,4,4,600,0,3,90,0,1,80,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,33,9,1,0,1840,40,40,87.5,40,60,0,40,40,40,40,40,39,4,4,590,0,3,90,0,1,85,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,34,9,1,0,1900,40,40,85,40,60,0,40,40,40,40,40,38,4,4,600,0,3,90,0,1,87.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,35,9,1,0,1960,40,40,85,40,60,0,40,40,40,40,40,38,4,4,600,0,3,90,0,1,85,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,36,9,1,0,2020,40,40,82.5,40,60,0,40,40,40,40,40,37,4,5,610,0,3,90,0,1,85,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,37,9,1,0,2080,40,40,92.5,40,60,0,40,40,40,40,40,41,5,5,570,0,3,90,0,1,82.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,38,9,1,0,2140,40,40,92.5,40,60,0,40,40,40,40,40,41,5,5,570,0,3,90,0,1,92.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,39,9,1,0,2200,40,40,90,40,60,0,40,40,40,40,40,40,5,5,580,0,3,90,0,1,92.5,22,Female,0,England,Chicago,Low Cost First
jl83w4kx,koi9tdsx,2260,40,9,1,0,2260,40,40,90,40,60,0,40,40,40,40,40,40,5,5,580,0,3,90,0,1,90,22,Female,0,England,Chicago,Low Cost First
7n72h23y,ksueowzh,2090,1,8,0,0,0,NA,0,50,0,0,0.25,0,20,30,40,40,20,1,4,600,0,0,90,0,0,90,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,2,8,0,0,80,30,20,67.5,20,80,0.5,0,30,30,40,40,29,4,7,690,0,0,90,0,0,50,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,3,8,0,0,90,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,7,7,110,1,1,90,0,0,67.5,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,4,8,1,0,100,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,7,1,110,1,1,90,0,0,0,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,5,8,0,0,160,20,40,55,40,60,0,40,40,40,40,40,26,1,5,720,0,1,90,0,0,0,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,6,8,0,0,220,20,40,70,40,60,0,40,40,40,40,40,32,5,5,660,0,1,90,0,0,55,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,7,8,0,0,280,30,40,62.5,40,60,0,40,40,40,40,40,29,5,5,690,0,1,90,0,0,70,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,8,8,0,0,340,40,40,62.5,40,60,0,40,40,40,40,40,29,5,6,690,0,1,90,0,0,62.5,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,9,8,0,0,350,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,6,110,1,2,90,0,0,62.5,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,10,8,0,0,360,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,1,110,1,2,90,0,0,0,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,11,8,0,0,420,40,40,57.5,40,60,0,40,40,40,40,40,27,1,4,710,0,2,90,0,0,0,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,12,8,0,0,490,30,30,60,30,70,0.25,40,40,40,40,40,27,4,6,710,0,2,90,0,0,57.5,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,13,8,0,0,500,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,6,110,1,3,90,0,0,60,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,14,8,0,0,510,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,1,110,1,3,90,0,0,0,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,15,8,0,0,570,40,40,50,40,60,0,40,40,40,40,40,24,1,4,740,0,3,90,0,0,0,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,16,8,0,0,630,40,40,57.5,40,60,0,40,40,40,40,40,27,4,6,710,0,3,90,0,0,50,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,17,8,0,0,640,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,6,110,1,4,90,0,0,57.5,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,18,8,0,0,650,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,0,6,1,110,1,4,90,0,0,0,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,19,8,0,0,710,40,40,50,40,60,0,40,40,40,40,40,24,1,4,740,0,4,90,0,0,0,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,20,8,0,0,770,40,40,62.5,40,60,0,40,40,40,40,40,29,4,4,690,0,4,90,0,0,50,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,21,8,0,0,830,30,40,65,40,60,0,40,40,40,40,40,30,4,4,680,0,4,60,0,0,62.5,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,22,8,0,0,890,40,40,60,40,60,0,40,40,40,40,40,28,4,7,700,0,4,60,0,0,65,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,23,8,0,0,930,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,7,7,440,1,5,60,0,0,60,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,24,8,0,0,970,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,7,1,440,1,5,60,0,0,0,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,25,8,0,0,1070,10,0,42.5,0,100,0,40,40,40,40,40,17,1,1,810,0,5,60,0,0,0,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,26,8,0,0,1170,40,0,42.5,0,100,0,40,40,40,40,40,17,1,1,810,0,5,60,0,0,42.5,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,27,8,1,0,1270,40,0,42.5,0,100,1,40,40,40,40,40,17,1,6,810,0,5,60,1,0,42.5,26,Male,0,England,Chicago,High Cost First
7n72h23y,ksueowzh,2090,28,8,1,0,1310,NA,0,0,NA,40,NA,NA,NA,NA,NA,NA,0,6,6,440,1,6,60,0,0,42.5,26,Male,0,England,Chicago,High Cost First
