participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.infected,player.cumulative_earnings,player.my_endowment,player.actual_payment,player.transmission_chance,player.contribution,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.number_of_players,group.patient_zero_switch,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,k9khwofo,5f33a20959d6ab1b598a5034,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.683715+00:00,1,,,2510,3,,1,168,40,16,0.0,4,4,4,4,4,0,24,2,34,85.0,5,5,620,62,0,0,0,10,0,8,gfl6o2b9,,,,,0
3,w8zp0m7k,5d910477c6086600192dd2d2,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.730510+00:00,1,,,3026,4,,0,1224,240,72,0.25,3,3,3,4,4,4,168,2,34,85.0,5,5,620,62,0,0,0,10,0,8,gfl6o2b9,,,,,0
4,jce9lqop,563da4c4ef3f15000bb92b64,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.647600+00:00,1,,,2716,1,,0,1104,240,96,0.0,4,4,4,4,4,4,144,2,34,85.0,5,5,620,62,0,0,0,10,0,8,gfl6o2b9,,,,,0
5,x0z5xwjx,5cba90cdc73d690019202268,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.806678+00:00,1,,,252,8,,0,0,40,16,0.0,4,5,5,5,5,5,0,2,34,85.0,5,5,620,62,0,0,0,10,0,8,gfl6o2b9,,,,,0
6,82lrodmk,5aeaa3a5b00c2a0001960604,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.771112+00:00,1,,,1684,9,,1,176,40,16,0.0,4,4,4,4,4,0,24,2,34,85.0,5,5,620,62,0,0,0,10,0,8,gfl6o2b9,,,,,0
7,5qyihprv,5cca79339774840012c90992,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.841559+00:00,1,,,2484,7,,0,168,40,16,0.0,4,4,4,4,4,4,24,2,34,85.0,5,5,620,62,0,0,0,10,0,8,gfl6o2b9,,,,,0
8,3w8wuue3,5e68c92e07851716cc24cd34,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.228408+00:00,1,,,1598,6,,1,204,40,12,0.0,3,4,4,4,4,3,28,2,34,85.0,5,5,620,62,0,0,0,10,0,8,gfl6o2b9,,,,,0
9,kttbudcw,593e307c48df7100015e518c,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.569025+00:00,1,,,2712,2,,0,204,40,16,0.0,4,3,3,4,4,4,24,2,34,85.0,5,5,620,62,0,0,0,10,0,8,gfl6o2b9,,,,,0
10,wso9jpzr,5f083416262db9000a5eab32,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.628611+00:00,1,,,3388,5,,1,1464,240,96,0.0,4,2,2,2,2,4,144,2,34,85.0,5,5,620,62,0,0,0,10,0,8,gfl6o2b9,,,,,0
1,285x6wzh,5ee1da7a1d622e2092c1b056,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.592447+00:00,1,,,2086,10,,1,316,40,4,0.0,1,3,0,0,0,0,36,2,34,85.0,5,5,660,66,0,0,0,10,0,9,gfl6o2b9,,,,,0
2,k9khwofo,5f33a20959d6ab1b598a5034,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.683715+00:00,1,,,2510,3,,1,192,40,16,0.0,4,4,4,4,4,0,24,2,34,85.0,5,5,660,66,0,0,0,10,0,9,gfl6o2b9,,,,,0
3,w8zp0m7k,5d910477c6086600192dd2d2,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.730510+00:00,1,,,3026,4,,0,1392,240,72,0.25,3,3,3,4,4,4,168,2,34,85.0,5,5,660,66,0,0,0,10,0,9,gfl6o2b9,,,,,0
4,jce9lqop,563da4c4ef3f15000bb92b64,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.647600+00:00,1,,,2716,1,,0,1248,240,96,0.0,4,4,4,4,4,4,144,2,34,85.0,5,5,660,66,0,0,0,10,0,9,gfl6o2b9,,,,,0
5,x0z5xwjx,5cba90cdc73d690019202268,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.806678+00:00,1,,,252,8,,0,0,40,16,0.0,4,5,5,5,5,5,0,2,34,85.0,5,5,660,66,0,0,0,10,0,9,gfl6o2b9,,,,,0
6,82lrodmk,5aeaa3a5b00c2a0001960604,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.771112+00:00,1,,,1684,9,,1,200,40,16,0.0,4,4,4,4,4,0,24,2,34,85.0,5,5,660,66,0,0,0,10,0,9,gfl6o2b9,,,,,0
7,5qyihprv,5cca79339774840012c90992,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.841559+00:00,1,,,2484,7,,0,192,40,16,0.0,4,4,4,4,4,4,24,2,34,85.0,5,5,660,66,0,0,0,10,0,9,gfl6o2b9,,,,,0
8,3w8wuue3,5e68c92e07851716cc24cd34,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.228408+00:00,1,,,1598,6,,1,228,40,16,0.0,4,4,4,4,4,4,24,2,34,85.0,5,5,660,66,0,0,0,10,0,9,gfl6o2b9,,,,,0
9,kttbudcw,593e307c48df7100015e518c,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.569025+00:00,1,,,2712,2,,0,228,40,16,0.0,4,3,3,4,4,4,24,2,34,85.0,5,5,660,66,0,0,0,10,0,9,gfl6o2b9,,,,,0
10,wso9jpzr,5f083416262db9000a5eab32,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.628611+00:00,1,,,3388,5,,1,1656,240,48,0.0,2,2,2,2,2,4,192,2,34,85.0,5,5,660,66,0,0,0,10,0,9,gfl6o2b9,,,,,0
1,285x6wzh,5ee1da7a1d622e2092c1b056,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.592447+00:00,1,,,2086,10,,1,348,40,8,0.0,2,3,1,1,0,0,32,2,35,87.5,5,5,656,66,0,0,0,10,0,10,gfl6o2b9,,,,,0
2,k9khwofo,5f33a20959d6ab1b598a5034,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.683715+00:00,1,,,2510,3,,1,216,40,16,0.0,4,4,4,4,3,0,24,2,35,87.5,5,5,656,66,0,0,0,10,0,10,gfl6o2b9,,,,,0
3,w8zp0m7k,5d910477c6086600192dd2d2,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.730510+00:00,1,,,3026,4,,0,1560,240,72,0.25,3,3,3,4,4,4,168,2,35,87.5,5,5,656,66,0,0,0,10,0,10,gfl6o2b9,,,,,0
4,jce9lqop,563da4c4ef3f15000bb92b64,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.647600+00:00,1,,,2716,1,,0,1392,240,96,0.0,4,4,4,4,4,4,144,2,35,87.5,5,5,656,66,0,0,0,10,0,10,gfl6o2b9,,,,,0
5,x0z5xwjx,5cba90cdc73d690019202268,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.806678+00:00,1,,,252,8,,0,0,40,16,0.0,4,5,5,5,5,5,0,2,35,87.5,5,5,656,66,0,0,0,10,0,10,gfl6o2b9,,,,,0
6,82lrodmk,5aeaa3a5b00c2a0001960604,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.771112+00:00,1,,,1684,9,,1,224,40,16,0.0,4,4,4,4,3,1,24,2,35,87.5,5,5,656,66,0,0,0,10,0,10,gfl6o2b9,,,,,0
7,5qyihprv,5cca79339774840012c90992,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.841559+00:00,1,,,2484,7,,0,216,40,16,0.0,4,4,4,4,4,4,24,2,35,87.5,5,5,656,66,0,0,0,10,0,10,gfl6o2b9,,,,,0
8,3w8wuue3,5e68c92e07851716cc24cd34,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.228408+00:00,1,,,1598,6,,1,252,40,16,0.0,4,4,4,4,4,4,24,2,35,87.5,5,5,656,66,0,0,0,10,0,10,gfl6o2b9,,,,,0
9,kttbudcw,593e307c48df7100015e518c,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.569025+00:00,1,,,2712,2,,0,252,40,16,0.0,4,3,3,4,4,4,24,2,35,87.5,5,5,656,66,0,0,0,10,0,10,gfl6o2b9,,,,,0
10,wso9jpzr,5f083416262db9000a5eab32,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.628611+00:00,1,,,3388,5,,1,1848,240,48,0.0,2,2,2,2,2,4,192,2,35,87.5,5,5,656,66,0,0,0,10,0,10,gfl6o2b9,,,,,0
1,285x6wzh,5ee1da7a1d622e2092c1b056,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.592447+00:00,1,,,2086,10,,1,438,100,10,0.0,1,1,1,0,0,0,90,2,31,77.5,5,5,630,63,0,0,0,10,0,11,gfl6o2b9,,,,,0
2,k9khwofo,5f33a20959d6ab1b598a5034,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.683715+00:00,1,,,2510,3,,1,276,100,40,0.0,4,4,4,4,4,0,60,2,31,77.5,5,5,630,63,0,0,0,10,0,11,gfl6o2b9,,,,,0
3,w8zp0m7k,5d910477c6086600192dd2d2,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.730510+00:00,1,,,3026,4,,0,1630,100,30,0.25,3,2,3,4,4,4,70,2,31,77.5,5,5,630,63,0,0,0,10,0,11,gfl6o2b9,,,,,0
4,jce9lqop,563da4c4ef3f15000bb92b64,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.647600+00:00,1,,,2716,1,,0,1452,100,40,0.0,4,4,4,4,4,4,60,2,31,77.5,5,5,630,63,0,0,0,10,0,11,gfl6o2b9,,,,,0
5,x0z5xwjx,5cba90cdc73d690019202268,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.806678+00:00,1,,,252,8,,0,0,100,40,0.0,4,5,5,5,5,5,0,2,31,77.5,5,5,630,63,0,0,0,10,0,11,gfl6o2b9,,,,,0
6,82lrodmk,5aeaa3a5b00c2a0001960604,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.771112+00:00,1,,,1684,9,,1,304,100,20,0.0,2,4,4,4,3,2,80,2,31,77.5,5,5,630,63,0,0,0,10,0,11,gfl6o2b9,,,,,0
7,5qyihprv,5cca79339774840012c90992,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.841559+00:00,1,,,2484,7,,0,276,100,40,0.0,4,4,4,4,4,4,60,2,31,77.5,5,5,630,63,0,0,0,10,0,11,gfl6o2b9,,,,,0
8,3w8wuue3,5e68c92e07851716cc24cd34,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.228408+00:00,1,,,1598,6,,1,322,100,30,0.0,3,4,4,4,4,3,70,2,31,77.5,5,5,630,63,0,0,0,10,0,11,gfl6o2b9,,,,,0
9,kttbudcw,593e307c48df7100015e518c,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.569025+00:00,1,,,2712,2,,0,312,100,40,0.0,4,3,3,4,4,4,60,2,31,77.5,5,5,630,63,0,0,0,10,0,11,gfl6o2b9,,,,,0
10,wso9jpzr,5f083416262db9000a5eab32,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.628611+00:00,1,,,3388,5,,1,1928,100,20,0.0,2,2,2,2,2,2,80,2,31,77.5,5,5,630,63,0,0,0,10,0,11,gfl6o2b9,,,,,0
1,285x6wzh,5ee1da7a1d622e2092c1b056,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.592447+00:00,1,,,2086,10,,1,538,100,0,0.0,0,3,2,1,0,0,100,2,31,77.5,5,5,630,63,0,0,0,10,0,12,gfl6o2b9,,,,,0
2,k9khwofo,5f33a20959d6ab1b598a5034,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.683715+00:00,1,,,2510,3,,1,336,100,40,0.0,4,4,4,4,4,0,60,2,31,77.5,5,5,630,63,0,0,0,10,0,12,gfl6o2b9,,,,,0
3,w8zp0m7k,5d910477c6086600192dd2d2,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.730510+00:00,1,,,3026,4,,0,1700,100,30,0.25,3,3,3,4,4,4,70,2,31,77.5,5,5,630,63,0,0,0,10,0,12,gfl6o2b9,,,,,0
4,jce9lqop,563da4c4ef3f15000bb92b64,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.647600+00:00,1,,,2716,1,,0,1512,100,40,0.0,4,4,4,4,4,3,60,2,31,77.5,5,5,630,63,0,0,0,10,0,12,gfl6o2b9,,,,,0
5,x0z5xwjx,5cba90cdc73d690019202268,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.806678+00:00,1,,,252,8,,0,0,100,40,0.0,4,5,5,5,5,5,0,2,31,77.5,5,5,630,63,0,0,0,10,0,12,gfl6o2b9,,,,,0
6,82lrodmk,5aeaa3a5b00c2a0001960604,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.771112+00:00,1,,,1684,9,,1,374,100,30,0.0,3,4,4,4,3,2,70,2,31,77.5,5,5,630,63,0,0,0,10,0,12,gfl6o2b9,,,,,0
7,5qyihprv,5cca79339774840012c90992,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.841559+00:00,1,,,2484,7,,0,336,100,40,0.0,4,4,4,4,4,4,60,2,31,77.5,5,5,630,63,0,0,0,10,0,12,gfl6o2b9,,,,,0
8,3w8wuue3,5e68c92e07851716cc24cd34,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.228408+00:00,1,,,1598,6,,1,382,100,40,0.0,4,4,4,4,4,4,60,2,31,77.5,5,5,630,63,0,0,0,10,0,12,gfl6o2b9,,,,,0
9,kttbudcw,593e307c48df7100015e518c,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.569025+00:00,1,,,2712,2,,0,382,100,30,0.25,3,3,3,3,4,4,70,2,31,77.5,5,5,630,63,0,0,0,10,0,12,gfl6o2b9,,,,,0
10,wso9jpzr,5f083416262db9000a5eab32,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.628611+00:00,1,,,3388,5,,1,2008,100,20,0.0,2,2,2,2,2,4,80,2,31,77.5,5,5,630,63,0,0,0,10,0,12,gfl6o2b9,,,,,0
1,285x6wzh,5ee1da7a1d622e2092c1b056,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.592447+00:00,1,,,2086,10,,1,618,100,20,0.0,2,3,0,0,0,0,80,2,31,77.5,5,6,630,63,0,0,0,10,0,13,gfl6o2b9,,,,,0
2,k9khwofo,5f33a20959d6ab1b598a5034,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.683715+00:00,1,,,2510,3,,1,396,100,40,0.0,4,4,4,4,4,0,60,2,31,77.5,5,6,630,63,0,0,0,10,0,13,gfl6o2b9,,,,,0
3,w8zp0m7k,5d910477c6086600192dd2d2,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.730510+00:00,1,,,3026,4,,0,1770,100,30,0.25,3,3,3,4,4,4,70,2,31,77.5,5,6,630,63,0,0,0,10,0,13,gfl6o2b9,,,,,0
4,jce9lqop,563da4c4ef3f15000bb92b64,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.647600+00:00,1,,,2716,1,,0,1582,100,30,0.25,3,4,4,4,4,3,70,2,31,77.5,5,6,630,63,0,0,0,10,0,13,gfl6o2b9,,,,,0
5,x0z5xwjx,5cba90cdc73d690019202268,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.806678+00:00,1,,,252,8,,0,0,100,40,0.0,4,5,5,5,5,5,0,2,31,77.5,5,6,630,63,0,0,0,10,0,13,gfl6o2b9,,,,,0
6,82lrodmk,5aeaa3a5b00c2a0001960604,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.771112+00:00,1,,,1684,9,,1,454,100,20,0.0,2,4,4,4,4,2,80,2,31,77.5,5,6,630,63,0,0,0,10,0,13,gfl6o2b9,,,,,0
7,5qyihprv,5cca79339774840012c90992,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.841559+00:00,1,,,2484,7,,0,396,100,40,0.0,4,4,4,4,4,4,60,2,31,77.5,5,6,630,63,0,0,0,10,0,13,gfl6o2b9,,,,,0
8,3w8wuue3,5e68c92e07851716cc24cd34,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.228408+00:00,1,,,1598,6,,1,442,100,40,0.0,4,4,4,4,4,4,60,2,31,77.5,5,6,630,63,0,0,0,10,0,13,gfl6o2b9,,,,,0
9,kttbudcw,593e307c48df7100015e518c,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.569025+00:00,1,,,2712,2,,1,452,100,30,0.25,3,3,3,3,4,4,70,2,31,77.5,5,6,630,63,0,0,0,10,0,13,gfl6o2b9,,,,,0
10,wso9jpzr,5f083416262db9000a5eab32,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.628611+00:00,1,,,3388,5,,1,2088,100,20,0.0,2,2,2,2,2,4,80,2,31,77.5,5,6,630,63,0,0,0,10,0,13,gfl6o2b9,,,,,0
1,285x6wzh,5ee1da7a1d622e2092c1b056,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.592447+00:00,1,,,2086,10,,1,648,100,,,0,,,,,,30,2,0,0.0,6,6,300,30,1,1,1,10,0,14,gfl6o2b9,,,,,0
2,k9khwofo,5f33a20959d6ab1b598a5034,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.683715+00:00,1,,,2510,3,,1,426,100,,,0,,,,,,30,2,0,0.0,6,6,300,30,1,1,1,10,0,14,gfl6o2b9,,,,,0
3,w8zp0m7k,5d910477c6086600192dd2d2,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.730510+00:00,1,,,3026,4,,0,1800,100,,,0,,,,,,30,2,0,0.0,6,6,300,30,1,1,1,10,0,14,gfl6o2b9,,,,,0
4,jce9lqop,563da4c4ef3f15000bb92b64,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.647600+00:00,1,,,2716,1,,0,1612,100,,,0,,,,,,30,2,0,0.0,6,6,300,30,1,1,1,10,0,14,gfl6o2b9,,,,,0
5,x0z5xwjx,5cba90cdc73d690019202268,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.806678+00:00,1,,,252,8,,0,30,100,,,0,,,,,,30,2,0,0.0,6,6,300,30,1,1,1,10,0,14,gfl6o2b9,,,,,0
6,82lrodmk,5aeaa3a5b00c2a0001960604,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.771112+00:00,1,,,1684,9,,1,484,100,,,0,,,,,,30,2,0,0.0,6,6,300,30,1,1,1,10,0,14,gfl6o2b9,,,,,0
7,5qyihprv,5cca79339774840012c90992,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.841559+00:00,1,,,2484,7,,0,426,100,,,0,,,,,,30,2,0,0.0,6,6,300,30,1,1,1,10,0,14,gfl6o2b9,,,,,0
8,3w8wuue3,5e68c92e07851716cc24cd34,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.228408+00:00,1,,,1598,6,,1,472,100,,,0,,,,,,30,2,0,0.0,6,6,300,30,1,1,1,10,0,14,gfl6o2b9,,,,,0
9,kttbudcw,593e307c48df7100015e518c,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.569025+00:00,1,,,2712,2,,1,482,100,,,0,,,,,,30,2,0,0.0,6,6,300,30,1,1,1,10,0,14,gfl6o2b9,,,,,0
10,wso9jpzr,5f083416262db9000a5eab32,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.628611+00:00,1,,,3388,5,,1,2118,100,,,0,,,,,,30,2,0,0.0,6,6,300,30,1,1,1,10,0,14,gfl6o2b9,,,,,0
1,285x6wzh,5ee1da7a1d622e2092c1b056,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.592447+00:00,1,,,2086,10,,0,678,100,,,0,,,,,,30,2,0,0.0,6,1,300,30,1,2,1,10,0,15,gfl6o2b9,,,,,0
2,k9khwofo,5f33a20959d6ab1b598a5034,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.683715+00:00,1,,,2510,3,,0,456,100,,,0,,,,,,30,2,0,0.0,6,1,300,30,1,2,1,10,0,15,gfl6o2b9,,,,,0
3,w8zp0m7k,5d910477c6086600192dd2d2,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.730510+00:00,1,,,3026,4,,0,1830,100,,,0,,,,,,30,2,0,0.0,6,1,300,30,1,2,1,10,0,15,gfl6o2b9,,,,,0
4,jce9lqop,563da4c4ef3f15000bb92b64,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.647600+00:00,1,,,2716,1,,1,1642,100,,,0,,,,,,30,2,0,0.0,6,1,300,30,1,2,1,10,0,15,gfl6o2b9,,,,,0
5,x0z5xwjx,5cba90cdc73d690019202268,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.806678+00:00,1,,,252,8,,0,60,100,,,0,,,,,,30,2,0,0.0,6,1,300,30,1,2,1,10,0,15,gfl6o2b9,,,,,0
6,82lrodmk,5aeaa3a5b00c2a0001960604,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.771112+00:00,1,,,1684,9,,0,514,100,,,0,,,,,,30,2,0,0.0,6,1,300,30,1,2,1,10,0,15,gfl6o2b9,,,,,0
7,5qyihprv,5cca79339774840012c90992,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.841559+00:00,1,,,2484,7,,0,456,100,,,0,,,,,,30,2,0,0.0,6,1,300,30,1,2,1,10,0,15,gfl6o2b9,,,,,0
8,3w8wuue3,5e68c92e07851716cc24cd34,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.228408+00:00,1,,,1598,6,,0,502,100,,,0,,,,,,30,2,0,0.0,6,1,300,30,1,2,1,10,0,15,gfl6o2b9,,,,,0
9,kttbudcw,593e307c48df7100015e518c,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.569025+00:00,1,,,2712,2,,0,512,100,,,0,,,,,,30,2,0,0.0,6,1,300,30,1,2,1,10,0,15,gfl6o2b9,,,,,0
10,wso9jpzr,5f083416262db9000a5eab32,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.628611+00:00,1,,,3388,5,,0,2148,100,,,0,,,,,,30,2,0,0.0,6,1,300,30,1,2,1,10,0,15,gfl6o2b9,,,,,0
1,285x6wzh,5ee1da7a1d622e2092c1b056,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.592447+00:00,1,,,2086,10,,0,778,100,0,0.0,0,2,0,0,0,0,100,2,23,57.5,1,1,710,71,0,0,1,10,0,16,gfl6o2b9,,,,,0
2,k9khwofo,5f33a20959d6ab1b598a5034,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.683715+00:00,1,,,2510,3,,1,516,100,40,0.0,4,4,4,4,4,0,60,2,23,57.5,1,1,710,71,0,0,1,10,0,16,gfl6o2b9,,,,,0
3,w8zp0m7k,5d910477c6086600192dd2d2,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.730510+00:00,1,,,3026,4,,0,1910,100,20,0.0,2,1,1,2,3,3,80,2,23,57.5,1,1,710,71,0,0,1,10,0,16,gfl6o2b9,,,,,0
4,jce9lqop,563da4c4ef3f15000bb92b64,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.647600+00:00,1,,,2716,1,,0,1722,100,20,0.0,2,4,4,4,3,2,80,2,23,57.5,1,1,710,71,0,0,1,10,0,16,gfl6o2b9,,,,,0
5,x0z5xwjx,5cba90cdc73d690019202268,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.806678+00:00,1,,,252,8,,0,60,100,40,0.0,4,5,5,5,5,5,0,2,23,57.5,1,1,710,71,0,0,1,10,0,16,gfl6o2b9,,,,,0
6,82lrodmk,5aeaa3a5b00c2a0001960604,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.771112+00:00,1,,,1684,9,,0,604,100,10,0.0,1,3,3,2,1,0,90,2,23,57.5,1,1,710,71,0,0,1,10,0,16,gfl6o2b9,,,,,0
7,5qyihprv,5cca79339774840012c90992,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.841559+00:00,1,,,2484,7,,0,516,100,40,0.0,4,4,4,4,4,4,60,2,23,57.5,1,1,710,71,0,0,1,10,0,16,gfl6o2b9,,,,,0
8,3w8wuue3,5e68c92e07851716cc24cd34,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.228408+00:00,1,,,1598,6,,0,582,100,20,0.0,2,0,1,1,2,1,80,2,23,57.5,1,1,710,71,0,0,1,10,0,16,gfl6o2b9,,,,,0
9,kttbudcw,593e307c48df7100015e518c,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.569025+00:00,1,,,2712,2,,0,592,100,20,0.0,2,2,2,2,3,3,80,2,23,57.5,1,1,710,71,0,0,1,10,0,16,gfl6o2b9,,,,,0
10,wso9jpzr,5f083416262db9000a5eab32,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:48.628611+00:00,1,,,3388,5,,0,2228,100,20,0.0,2,2,2,2,2,4,80,2,23,57.5,1,1,710,71,0,0,1,10,0,16,gfl6o2b9,,,,,0
1,285x6wzh,5ee1da7a1d622e2092c1b056,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.592447+00:00,1,,,2086,10,,1,878,100,0,0.25,0,2,0,0,0,0,100,2,21,52.5,1,3,730,73,0,0,1,10,0,17,gfl6o2b9,,,,,0
2,k9khwofo,5f33a20959d6ab1b598a5034,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.683715+00:00,1,,,2510,3,,1,586,100,30,0.0,3,4,4,4,4,0,70,2,21,52.5,1,3,730,73,0,0,1,10,0,17,gfl6o2b9,,,,,0
3,w8zp0m7k,5d910477c6086600192dd2d2,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.730510+00:00,1,,,3026,4,,0,2000,100,10,0.19,1,1,1,2,2,3,90,2,21,52.5,1,3,730,73,0,0,1,10,0,17,gfl6o2b9,,,,,0
4,jce9lqop,563da4c4ef3f15000bb92b64,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.647600+00:00,1,,,2716,1,,0,1802,100,20,0.12,2,4,4,4,3,2,80,2,21,52.5,1,3,730,73,0,0,1,10,0,17,gfl6o2b9,,,,,0
5,x0z5xwjx,5cba90cdc73d690019202268,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.806678+00:00,1,,,252,8,,0,60,100,40,0.0,4,5,5,5,5,5,0,2,21,52.5,1,3,730,73,0,0,1,10,0,17,gfl6o2b9,,,,,0
6,82lrodmk,5aeaa3a5b00c2a0001960604,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.771112+00:00,1,,,1684,9,,1,694,100,10,0.19,1,2,2,1,1,0,90,2,21,52.5,1,3,730,73,0,0,1,10,0,17,gfl6o2b9,,,,,0
7,5qyihprv,5cca79339774840012c90992,0,405,405,payment_info,PaymentInfo,2020-11-10 03:31:47.841559+00:00,1,,,2484,7,,0,576,100,40,0.0,4,4,4,4,4,4,60,2,21,52.5,1,3,730,73,0,0,1,10,0,17,gfl6o2b9,,,,,0
