participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.infected,player.cumulative_earnings,player.my_endowment,player.actual_payment,player.transmission_chance,player.contribution,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.number_of_players,group.patient_zero_switch,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,khuosnkb,5f158fe3696881556b96de39,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.885578+00:00,1,,,3294,5,,1,175,50,0,1.0,0,0,0,0,2,3,50,2,17,42.5,1,4,350,35,0,0,1,10,0,5,nqa29xsa,,,,,0
4,o37yvhtw,5e243c063d2e1b6bcce4c82f,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.996034+00:00,1,,,1298,6,,0,95,50,15,0.25,3,4,4,4,3,3,35,2,17,42.5,1,4,350,35,0,0,1,10,0,5,nqa29xsa,,,,,0
5,d3jkuvq0,5f71b56cbeed7a02b8a5d751,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.960308+00:00,1,,,1417,10,,1,80,50,15,0.25,3,5,5,5,5,5,0,2,17,42.5,1,4,350,35,0,0,1,10,0,5,nqa29xsa,,,,,0
6,6u3cljg4,5e809ddd8fdcf0016141cc5e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.754027+00:00,1,,,459,4,,0,30,50,20,0.0,4,5,5,5,5,5,0,2,17,42.5,1,4,350,35,0,0,1,10,0,5,nqa29xsa,,,,,0
7,l3yzwhod,5af85a3223708c000159b3ce,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.353789+00:00,1,,,2582,1,,0,105,50,10,0.5,2,0,1,2,3,4,40,2,17,42.5,1,4,350,35,0,0,1,10,0,5,nqa29xsa,,,,,0
8,rpuu9mtr,5c27441810677f0001dbac0d,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.525086+00:00,1,,,2026,7,,0,155,50,5,0.75,1,0,1,1,2,4,45,2,17,42.5,1,4,350,35,0,0,1,10,0,5,nqa29xsa,,,,,0
9,12lf2vwc,5e92700c0e841a09f0e152bb,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.655734+00:00,1,,,1769,3,,1,75,50,5,0.75,1,3,2,1,0,0,45,2,17,42.5,1,4,350,35,0,0,1,10,0,5,nqa29xsa,,,,,0
10,182ylvl1,5f2a6a0f23cc6d2561700c41,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.421502+00:00,1,,,2208,2,,1,160,50,0,0.0,0,4,4,4,0,0,50,2,17,42.5,1,4,350,35,0,0,1,10,0,5,nqa29xsa,,,,,0
1,r2jikfpm,5c74ecb644dc0b0001b9f3ae,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.752410+00:00,1,,,1713,8,,1,115,50,0,1.0,0,5,5,5,5,5,0,2,27,67.5,4,6,285,29,0,0,1,10,0,6,nqa29xsa,,,,,0
2,xpefb6yc,5ee49e71f8d19d00098aca3e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.839776+00:00,1,,,1406,9,,0,130,50,20,0.0,4,0,0,0,3,4,30,2,27,67.5,4,6,285,29,0,0,1,10,0,6,nqa29xsa,,,,,0
3,khuosnkb,5f158fe3696881556b96de39,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.885578+00:00,1,,,3294,5,,1,215,50,10,0.0,2,2,2,3,3,3,40,2,27,67.5,4,6,285,29,0,0,1,10,0,6,nqa29xsa,,,,,0
4,o37yvhtw,5e243c063d2e1b6bcce4c82f,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.996034+00:00,1,,,1298,6,,0,125,50,20,0.0,4,4,4,4,4,4,30,2,27,67.5,4,6,285,29,0,0,1,10,0,6,nqa29xsa,,,,,0
5,d3jkuvq0,5f71b56cbeed7a02b8a5d751,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.960308+00:00,1,,,1417,10,,1,110,50,20,0.0,4,4,4,4,4,4,30,2,27,67.5,4,6,285,29,0,0,1,10,0,6,nqa29xsa,,,,,0
6,6u3cljg4,5e809ddd8fdcf0016141cc5e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.754027+00:00,1,,,459,4,,0,30,50,20,0.0,4,5,5,5,5,5,0,2,27,67.5,4,6,285,29,0,0,1,10,0,6,nqa29xsa,,,,,0
7,l3yzwhod,5af85a3223708c000159b3ce,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.353789+00:00,1,,,2582,1,,0,140,50,15,0.25,3,3,3,3,3,3,35,2,27,67.5,4,6,285,29,0,0,1,10,0,6,nqa29xsa,,,,,0
8,rpuu9mtr,5c27441810677f0001dbac0d,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.525086+00:00,1,,,2026,7,,1,200,50,5,0.75,1,0,1,1,2,4,45,2,27,67.5,4,6,285,29,0,0,1,10,0,6,nqa29xsa,,,,,0
9,12lf2vwc,5e92700c0e841a09f0e152bb,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.655734+00:00,1,,,1769,3,,1,110,50,15,0.0,3,4,4,3,3,0,35,2,27,67.5,4,6,285,29,0,0,1,10,0,6,nqa29xsa,,,,,0
10,182ylvl1,5f2a6a0f23cc6d2561700c41,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.421502+00:00,1,,,2208,2,,1,200,50,10,0.0,2,1,1,2,4,1,40,2,27,67.5,4,6,285,29,0,0,1,10,0,6,nqa29xsa,,,,,0
1,r2jikfpm,5c74ecb644dc0b0001b9f3ae,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.752410+00:00,1,,,1713,8,,1,130,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,2,10,0,7,nqa29xsa,,,,,0
2,xpefb6yc,5ee49e71f8d19d00098aca3e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.839776+00:00,1,,,1406,9,,0,145,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,2,10,0,7,nqa29xsa,,,,,0
3,khuosnkb,5f158fe3696881556b96de39,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.885578+00:00,1,,,3294,5,,1,230,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,2,10,0,7,nqa29xsa,,,,,0
4,o37yvhtw,5e243c063d2e1b6bcce4c82f,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.996034+00:00,1,,,1298,6,,0,140,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,2,10,0,7,nqa29xsa,,,,,0
5,d3jkuvq0,5f71b56cbeed7a02b8a5d751,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.960308+00:00,1,,,1417,10,,1,125,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,2,10,0,7,nqa29xsa,,,,,0
6,6u3cljg4,5e809ddd8fdcf0016141cc5e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.754027+00:00,1,,,459,4,,0,45,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,2,10,0,7,nqa29xsa,,,,,0
7,l3yzwhod,5af85a3223708c000159b3ce,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.353789+00:00,1,,,2582,1,,0,155,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,2,10,0,7,nqa29xsa,,,,,0
8,rpuu9mtr,5c27441810677f0001dbac0d,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.525086+00:00,1,,,2026,7,,1,215,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,2,10,0,7,nqa29xsa,,,,,0
9,12lf2vwc,5e92700c0e841a09f0e152bb,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.655734+00:00,1,,,1769,3,,1,125,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,2,10,0,7,nqa29xsa,,,,,0
10,182ylvl1,5f2a6a0f23cc6d2561700c41,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.421502+00:00,1,,,2208,2,,1,215,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,2,10,0,7,nqa29xsa,,,,,0
1,r2jikfpm,5c74ecb644dc0b0001b9f3ae,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.752410+00:00,1,,,1713,8,,0,145,50,,,0,,,,,,15,2,0,0.0,6,1,150,15,1,2,2,10,0,8,nqa29xsa,,,,,0
2,xpefb6yc,5ee49e71f8d19d00098aca3e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.839776+00:00,1,,,1406,9,,0,160,50,,,0,,,,,,15,2,0,0.0,6,1,150,15,1,2,2,10,0,8,nqa29xsa,,,,,0
3,khuosnkb,5f158fe3696881556b96de39,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.885578+00:00,1,,,3294,5,,0,245,50,,,0,,,,,,15,2,0,0.0,6,1,150,15,1,2,2,10,0,8,nqa29xsa,,,,,0
4,o37yvhtw,5e243c063d2e1b6bcce4c82f,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.996034+00:00,1,,,1298,6,,0,155,50,,,0,,,,,,15,2,0,0.0,6,1,150,15,1,2,2,10,0,8,nqa29xsa,,,,,0
5,d3jkuvq0,5f71b56cbeed7a02b8a5d751,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.960308+00:00,1,,,1417,10,,0,140,50,,,0,,,,,,15,2,0,0.0,6,1,150,15,1,2,2,10,0,8,nqa29xsa,,,,,0
6,6u3cljg4,5e809ddd8fdcf0016141cc5e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.754027+00:00,1,,,459,4,,0,60,50,,,0,,,,,,15,2,0,0.0,6,1,150,15,1,2,2,10,0,8,nqa29xsa,,,,,0
7,l3yzwhod,5af85a3223708c000159b3ce,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.353789+00:00,1,,,2582,1,,0,170,50,,,0,,,,,,15,2,0,0.0,6,1,150,15,1,2,2,10,0,8,nqa29xsa,,,,,0
8,rpuu9mtr,5c27441810677f0001dbac0d,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.525086+00:00,1,,,2026,7,,0,230,50,,,0,,,,,,15,2,0,0.0,6,1,150,15,1,2,2,10,0,8,nqa29xsa,,,,,0
9,12lf2vwc,5e92700c0e841a09f0e152bb,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.655734+00:00,1,,,1769,3,,0,140,50,,,0,,,,,,15,2,0,0.0,6,1,150,15,1,2,2,10,0,8,nqa29xsa,,,,,0
10,182ylvl1,5f2a6a0f23cc6d2561700c41,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.421502+00:00,1,,,2208,2,,1,230,50,,,0,,,,,,15,2,0,0.0,6,1,150,15,1,2,2,10,0,8,nqa29xsa,,,,,0
1,r2jikfpm,5c74ecb644dc0b0001b9f3ae,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.752410+00:00,1,,,1713,8,,1,190,50,5,0.0,1,3,3,2,1,0,45,2,19,47.5,1,6,375,38,0,0,2,10,0,9,nqa29xsa,,,,,0
2,xpefb6yc,5ee49e71f8d19d00098aca3e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.839776+00:00,1,,,1406,9,,0,195,50,15,0.19,3,0,0,1,2,3,35,2,19,47.5,1,6,375,38,0,0,2,10,0,9,nqa29xsa,,,,,0
3,khuosnkb,5f158fe3696881556b96de39,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.885578+00:00,1,,,3294,5,,1,295,50,0,0.75,0,0,0,0,0,0,50,2,19,47.5,1,6,375,38,0,0,2,10,0,9,nqa29xsa,,,,,0
4,o37yvhtw,5e243c063d2e1b6bcce4c82f,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.996034+00:00,1,,,1298,6,,0,185,50,20,0.0,4,4,4,4,4,3,30,2,19,47.5,1,6,375,38,0,0,2,10,0,9,nqa29xsa,,,,,0
5,d3jkuvq0,5f71b56cbeed7a02b8a5d751,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.960308+00:00,1,,,1417,10,,1,180,50,10,0.38,2,3,3,3,3,2,40,2,19,47.5,1,6,375,38,0,0,2,10,0,9,nqa29xsa,,,,,0
6,6u3cljg4,5e809ddd8fdcf0016141cc5e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.754027+00:00,1,,,459,4,,0,60,50,20,0.0,4,5,5,5,5,5,0,2,19,47.5,1,6,375,38,0,0,2,10,0,9,nqa29xsa,,,,,0
7,l3yzwhod,5af85a3223708c000159b3ce,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.353789+00:00,1,,,2582,1,,0,205,50,15,0.19,3,0,1,2,3,4,35,2,19,47.5,1,6,375,38,0,0,2,10,0,9,nqa29xsa,,,,,0
8,rpuu9mtr,5c27441810677f0001dbac0d,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.525086+00:00,1,,,2026,7,,1,275,50,5,0.56,1,0,1,1,1,4,45,2,19,47.5,1,6,375,38,0,0,2,10,0,9,nqa29xsa,,,,,0
9,12lf2vwc,5e92700c0e841a09f0e152bb,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.655734+00:00,1,,,1769,3,,1,190,50,0,0.75,0,2,2,2,1,0,50,2,19,47.5,1,6,375,38,0,0,2,10,0,9,nqa29xsa,,,,,0
10,182ylvl1,5f2a6a0f23cc6d2561700c41,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.421502+00:00,1,,,2208,2,,1,275,50,5,0.56,1,0,0,0,0,4,45,2,19,47.5,1,6,375,38,0,0,2,10,0,9,nqa29xsa,,,,,0
1,r2jikfpm,5c74ecb644dc0b0001b9f3ae,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.752410+00:00,1,,,1713,8,,1,205,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,3,10,0,10,nqa29xsa,,,,,0
2,xpefb6yc,5ee49e71f8d19d00098aca3e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.839776+00:00,1,,,1406,9,,0,210,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,3,10,0,10,nqa29xsa,,,,,0
3,khuosnkb,5f158fe3696881556b96de39,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.885578+00:00,1,,,3294,5,,1,310,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,3,10,0,10,nqa29xsa,,,,,0
4,o37yvhtw,5e243c063d2e1b6bcce4c82f,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.996034+00:00,1,,,1298,6,,0,200,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,3,10,0,10,nqa29xsa,,,,,0
5,d3jkuvq0,5f71b56cbeed7a02b8a5d751,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.960308+00:00,1,,,1417,10,,1,195,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,3,10,0,10,nqa29xsa,,,,,0
6,6u3cljg4,5e809ddd8fdcf0016141cc5e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.754027+00:00,1,,,459,4,,0,75,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,3,10,0,10,nqa29xsa,,,,,0
7,l3yzwhod,5af85a3223708c000159b3ce,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.353789+00:00,1,,,2582,1,,0,220,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,3,10,0,10,nqa29xsa,,,,,0
8,rpuu9mtr,5c27441810677f0001dbac0d,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.525086+00:00,1,,,2026,7,,1,290,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,3,10,0,10,nqa29xsa,,,,,0
9,12lf2vwc,5e92700c0e841a09f0e152bb,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.655734+00:00,1,,,1769,3,,1,205,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,3,10,0,10,nqa29xsa,,,,,0
10,182ylvl1,5f2a6a0f23cc6d2561700c41,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.421502+00:00,1,,,2208,2,,1,290,50,,,0,,,,,,15,2,0,0.0,6,6,150,15,1,1,3,10,0,10,nqa29xsa,,,,,0
1,r2jikfpm,5c74ecb644dc0b0001b9f3ae,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.752410+00:00,1,,,1713,8,,1,217,40,,,0,,,,,,12,2,0,0.0,6,1,300,30,1,2,3,10,0,11,nqa29xsa,,,,,0
2,xpefb6yc,5ee49e71f8d19d00098aca3e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.839776+00:00,1,,,1406,9,,0,222,40,,,0,,,,,,12,2,0,0.0,6,1,300,30,1,2,3,10,0,11,nqa29xsa,,,,,0
3,khuosnkb,5f158fe3696881556b96de39,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.885578+00:00,1,,,3294,5,,0,382,240,,,0,,,,,,72,2,0,0.0,6,1,300,30,1,2,3,10,0,11,nqa29xsa,,,,,0
4,o37yvhtw,5e243c063d2e1b6bcce4c82f,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.996034+00:00,1,,,1298,6,,0,212,40,,,0,,,,,,12,2,0,0.0,6,1,300,30,1,2,3,10,0,11,nqa29xsa,,,,,0
5,d3jkuvq0,5f71b56cbeed7a02b8a5d751,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.960308+00:00,1,,,1417,10,,0,207,40,,,0,,,,,,12,2,0,0.0,6,1,300,30,1,2,3,10,0,11,nqa29xsa,,,,,0
6,6u3cljg4,5e809ddd8fdcf0016141cc5e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.754027+00:00,1,,,459,4,,0,147,240,,,0,,,,,,72,2,0,0.0,6,1,300,30,1,2,3,10,0,11,nqa29xsa,,,,,0
7,l3yzwhod,5af85a3223708c000159b3ce,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.353789+00:00,1,,,2582,1,,0,292,240,,,0,,,,,,72,2,0,0.0,6,1,300,30,1,2,3,10,0,11,nqa29xsa,,,,,0
8,rpuu9mtr,5c27441810677f0001dbac0d,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.525086+00:00,1,,,2026,7,,0,302,40,,,0,,,,,,12,2,0,0.0,6,1,300,30,1,2,3,10,0,11,nqa29xsa,,,,,0
9,12lf2vwc,5e92700c0e841a09f0e152bb,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.655734+00:00,1,,,1769,3,,0,217,40,,,0,,,,,,12,2,0,0.0,6,1,300,30,1,2,3,10,0,11,nqa29xsa,,,,,0
10,182ylvl1,5f2a6a0f23cc6d2561700c41,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.421502+00:00,1,,,2208,2,,0,302,40,,,0,,,,,,12,2,0,0.0,6,1,300,30,1,2,3,10,0,11,nqa29xsa,,,,,0
1,r2jikfpm,5c74ecb644dc0b0001b9f3ae,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.752410+00:00,1,,,1713,8,,0,257,40,0,0.25,0,2,2,1,1,0,40,2,18,45.0,1,2,664,66,0,0,3,10,0,12,nqa29xsa,,,,,0
2,xpefb6yc,5ee49e71f8d19d00098aca3e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.839776+00:00,1,,,1406,9,,0,250,40,12,0.06,3,1,1,1,2,3,28,2,18,45.0,1,2,664,66,0,0,3,10,0,12,nqa29xsa,,,,,0
3,khuosnkb,5f158fe3696881556b96de39,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.885578+00:00,1,,,3294,5,,1,622,240,0,0.25,0,0,0,1,1,2,240,2,18,45.0,1,2,664,66,0,0,3,10,0,12,nqa29xsa,,,,,0
4,o37yvhtw,5e243c063d2e1b6bcce4c82f,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.996034+00:00,1,,,1298,6,,0,236,40,16,0.0,4,4,4,4,4,4,24,2,18,45.0,1,2,664,66,0,0,3,10,0,12,nqa29xsa,,,,,0
5,d3jkuvq0,5f71b56cbeed7a02b8a5d751,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.960308+00:00,1,,,1417,10,,1,235,40,12,0.0,3,4,3,3,3,3,28,2,18,45.0,1,2,664,66,0,0,3,10,0,12,nqa29xsa,,,,,0
6,6u3cljg4,5e809ddd8fdcf0016141cc5e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.754027+00:00,1,,,459,4,,0,147,240,96,0.0,4,5,5,5,5,5,0,2,18,45.0,1,2,664,66,0,0,3,10,0,12,nqa29xsa,,,,,0
7,l3yzwhod,5af85a3223708c000159b3ce,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.353789+00:00,1,,,2582,1,,0,484,240,48,0.12,2,4,3,2,1,0,192,2,18,45.0,1,2,664,66,0,0,3,10,0,12,nqa29xsa,,,,,0
8,rpuu9mtr,5c27441810677f0001dbac0d,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.525086+00:00,1,,,2026,7,,0,338,40,4,0.19,1,0,1,1,1,3,36,2,18,45.0,1,2,664,66,0,0,3,10,0,12,nqa29xsa,,,,,0
9,12lf2vwc,5e92700c0e841a09f0e152bb,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.655734+00:00,1,,,1769,3,,0,253,40,4,0.19,1,2,2,2,1,0,36,2,18,45.0,1,2,664,66,0,0,3,10,0,12,nqa29xsa,,,,,0
10,182ylvl1,5f2a6a0f23cc6d2561700c41,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.421502+00:00,1,,,2208,2,,0,342,40,0,0.25,0,0,0,0,0,4,40,2,18,45.0,1,2,664,66,0,0,3,10,0,12,nqa29xsa,,,,,0
1,r2jikfpm,5c74ecb644dc0b0001b9f3ae,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.752410+00:00,1,,,1713,8,,1,257,40,4,0.75,1,5,5,5,5,5,0,2,20,50.0,2,5,556,56,0,0,3,10,0,13,nqa29xsa,,,,,0
2,xpefb6yc,5ee49e71f8d19d00098aca3e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.839776+00:00,1,,,1406,9,,0,250,40,12,0.25,3,5,5,5,5,5,0,2,20,50.0,2,5,556,56,0,0,3,10,0,13,nqa29xsa,,,,,0
3,khuosnkb,5f158fe3696881556b96de39,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.885578+00:00,1,,,3294,5,,1,862,240,0,0.0,0,0,0,0,1,1,240,2,20,50.0,2,5,556,56,0,0,3,10,0,13,nqa29xsa,,,,,0
4,o37yvhtw,5e243c063d2e1b6bcce4c82f,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.996034+00:00,1,,,1298,6,,0,264,40,12,0.25,3,4,4,4,4,3,28,2,20,50.0,2,5,556,56,0,0,3,10,0,13,nqa29xsa,,,,,0
5,d3jkuvq0,5f71b56cbeed7a02b8a5d751,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.960308+00:00,1,,,1417,10,,1,259,40,16,0.0,4,4,3,3,3,3,24,2,20,50.0,2,5,556,56,0,0,3,10,0,13,nqa29xsa,,,,,0
6,6u3cljg4,5e809ddd8fdcf0016141cc5e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.754027+00:00,1,,,459,4,,0,147,240,96,0.0,4,5,5,5,5,5,0,2,20,50.0,2,5,556,56,0,0,3,10,0,13,nqa29xsa,,,,,0
7,l3yzwhod,5af85a3223708c000159b3ce,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.353789+00:00,1,,,2582,1,,0,676,240,48,0.5,2,4,3,3,2,2,192,2,20,50.0,2,5,556,56,0,0,3,10,0,13,nqa29xsa,,,,,0
8,rpuu9mtr,5c27441810677f0001dbac0d,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.525086+00:00,1,,,2026,7,,1,338,40,4,0.75,1,5,5,5,5,5,0,2,20,50.0,2,5,556,56,0,0,3,10,0,13,nqa29xsa,,,,,0
9,12lf2vwc,5e92700c0e841a09f0e152bb,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.655734+00:00,1,,,1769,3,,0,285,40,8,0.5,2,4,3,2,1,0,32,2,20,50.0,2,5,556,56,0,0,3,10,0,13,nqa29xsa,,,,,0
10,182ylvl1,5f2a6a0f23cc6d2561700c41,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:46.421502+00:00,1,,,2208,2,,1,382,40,0,1.0,0,1,2,1,1,1,40,2,20,50.0,2,5,556,56,0,0,3,10,0,13,nqa29xsa,,,,,0
1,r2jikfpm,5c74ecb644dc0b0001b9f3ae,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.752410+00:00,1,,,1713,8,,1,281,40,16,0.0,4,4,4,4,4,0,24,2,36,90.0,5,5,512,51,0,0,3,10,0,14,nqa29xsa,,,,,0
2,xpefb6yc,5ee49e71f8d19d00098aca3e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.839776+00:00,1,,,1406,9,,0,274,40,16,0.0,4,0,1,2,2,4,24,2,36,90.0,5,5,512,51,0,0,3,10,0,14,nqa29xsa,,,,,0
3,khuosnkb,5f158fe3696881556b96de39,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.885578+00:00,1,,,3294,5,,1,1054,240,48,0.0,2,2,2,2,3,4,192,2,36,90.0,5,5,512,51,0,0,3,10,0,14,nqa29xsa,,,,,0
4,o37yvhtw,5e243c063d2e1b6bcce4c82f,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.996034+00:00,1,,,1298,6,,0,288,40,16,0.0,4,4,4,4,4,4,24,2,36,90.0,5,5,512,51,0,0,3,10,0,14,nqa29xsa,,,,,0
5,d3jkuvq0,5f71b56cbeed7a02b8a5d751,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:44.960308+00:00,1,,,1417,10,,1,283,40,16,0.0,4,4,4,4,3,3,24,2,36,90.0,5,5,512,51,0,0,3,10,0,14,nqa29xsa,,,,,0
6,6u3cljg4,5e809ddd8fdcf0016141cc5e,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.754027+00:00,1,,,459,4,,0,147,240,96,0.0,4,5,5,5,5,5,0,2,36,90.0,5,5,512,51,0,0,3,10,0,14,nqa29xsa,,,,,0
7,l3yzwhod,5af85a3223708c000159b3ce,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.353789+00:00,1,,,2582,1,,0,820,240,96,0.0,4,4,3,3,3,3,144,2,36,90.0,5,5,512,51,0,0,3,10,0,14,nqa29xsa,,,,,0
8,rpuu9mtr,5c27441810677f0001dbac0d,0,405,405,payment_info,PaymentInfo,2020-11-16 10:03:45.525086+00:00,1,,,2026,7,,1,370,40,8,0.0,2,1,1,2,3,4,32,2,36,90.0,5,5,512,51,0,0,3,10,0,14,nqa29xsa,,,,,0
